time_block,Draw,Loss,Win
0-15,0.5622344309340406,0.589723951528158,0.602849523876558
15-30,0.5738090328806876,0.5848111933807322,0.6311885342070799
30-45,0.5395679328415167,0.5865513861598846,0.6377083173379662
45-60,0.5925866974813716,0.5562355309248405,0.608519818353967
60-75,0.6211190547548477,0.6173004583316557,0.5959085717905361
75-90,0.590133639834966,0.6155923555235462,0.6375512171848549
90+,0.6133202161126787,0.6047685147132299,0.6644024945632304
