time_block,Draw,Loss,Win
0-15,0.36725096106099225,0.3655184472344566,0.35873894304338877
15-30,0.3623094497857,0.36268411756160945,0.37793181344834004
30-45,0.3706742169225435,0.36217246263487324,0.3721360315424465
45-60,0.37380442151886073,0.37047565368163543,0.36749837010663733
60-75,0.3752770607671604,0.38775886505097545,0.3557663965968236
75-90,0.3774882242890009,0.3841270747111716,0.3668664404903536
90+,0.3732901922486317,0.3819705450585592,0.39017634986085276
