time_block,TPR,game_state
90+,0.3635712634350876,behind
90+,0.3606577690448518,behind
90+,0.3150328124537107,behind
90+,0.3040967141403882,behind
90+,0.3299049421086118,behind
90+,0.3299402078030689,behind
90+,0.2328736460335982,behind
90+,0.2603382073347949,behind
90+,0.2375081941148998,behind
90+,0.2307449514725992,behind
90+,0.2370245398864917,behind
90+,0.2769008766738651,behind
90+,0.2675556445686295,behind
90+,0.2243363983287942,behind
90+,0.2239312690565583,behind
90+,0.2881970704522599,behind
90+,0.3867170679270159,behind
90+,0.4567028214467815,behind
90+,0.452172118280833,behind
90+,0.4093093003755355,behind
90+,0.3743453403929137,behind
90+,0.3864950768004878,behind
90+,0.5523671447022139,behind
90+,0.5209671361158842,behind
90+,0.4863641195095038,behind
90+,0.5299934406517666,behind
90+,0.4246533316260144,behind
90+,0.398947943209878,behind
90+,0.3632104228848129,behind
90+,0.3977978680343255,behind
90+,0.323491619478089,behind
90+,0.3262929814039075,behind
90+,0.4555411163569502,behind
90+,0.4665899164234052,behind
90+,0.4627340485391813,behind
90+,0.3714036853530424,behind
90+,0.3611585484529032,behind
90+,0.4134633388933327,behind
90+,0.3305246448319764,behind
90+,0.3005494073204384,behind
90+,0.4030631678658685,behind
90+,0.4254150065634218,behind
90+,0.3720696178784969,behind
90+,0.4477192792309286,behind
90+,0.3159385524540024,behind
90+,0.3159953726684501,behind
90+,0.4801087562233119,behind
90+,0.4826848611204464,behind
90+,0.4563923242048481,behind
90+,0.4835591115288344,behind
90+,0.4594918539924026,behind
90+,0.2536173957105953,behind
90+,0.2214032369684258,behind
90+,0.2718383100857101,behind
90+,0.1772314412706459,behind
90+,0.2746879673562477,behind
90+,0.3130808242327829,behind
90+,0.3034081953205201,behind
90+,0.291449159227258,behind
90+,0.3045966381917044,behind
90+,0.2483397510316887,behind
90+,0.2946085108492358,behind
90+,0.2863952400210157,behind
90+,0.2441480961740456,behind
90+,0.2626454022069984,behind
90+,0.2718100024988109,behind
90+,0.2816413085083026,behind
90+,0.2778940025160056,behind
90+,0.2735993862903256,behind
90+,0.2518891351676829,behind
90+,0.3151589156994924,behind
90+,0.3350441919556405,behind
90+,0.2685721621809865,behind
90+,0.2721234592228688,behind
90+,0.290596943245677,behind
90+,0.2784797832676856,behind
90+,0.3184999939483615,behind
90+,0.2828861007239023,behind
90+,0.3117100652793079,behind
90+,0.3123483155324966,behind
90+,0.3665433788961282,behind
90+,0.3736958545681072,behind
90+,0.3998753224445335,behind
90+,0.4067602880051673,behind
90+,0.4371652548686415,behind
90+,0.4292555735332666,behind
90+,0.354630374159204,behind
90+,0.4522461211982053,behind
90+,0.4143765667167629,behind
90+,0.4066868533452581,behind
90+,0.4378169146299931,behind
90+,0.4216693951653364,behind
90+,0.4238623109349506,behind
90+,0.3865924596258553,behind
90+,0.3718458512345324,behind
90+,0.3825092287248734,behind
90+,0.4225529424372485,behind
90+,0.4387406593817135,behind
90+,0.379553047755118,behind
90+,0.3854337288899877,behind
90+,0.2988260132333723,behind
90+,0.3116828345670396,behind
90+,0.3189270329459357,behind
90+,0.3241994905035723,behind
90+,0.3119294331295146,behind
90+,0.2867703407954,behind
90+,0.4513531022130476,behind
90+,0.4526895834758477,behind
90+,0.4537441850877575,behind
90+,0.3044758465504901,behind
90+,0.2897675886320388,behind
90+,0.3288052727683959,behind
90+,0.2898667104553565,behind
90+,0.2925000415328321,behind
90+,0.3203876256114036,behind
90+,0.2931437226365566,behind
90+,0.2797632613212802,behind
90+,0.276915521660632,behind
90+,0.2714792702359495,behind
90+,0.2736815856219404,behind
90+,0.2703742824396806,behind
90+,0.2645667552070916,behind
90+,0.3085936778340871,behind
90+,0.270391920973388,behind
90+,0.3316846884864859,behind
90+,0.386944882060749,behind
90+,0.5198982781360796,behind
90+,0.6608152266496823,behind
90+,0.4945108017443455,behind
90+,0.5047728380799078,behind
90+,0.3429120133793881,behind
90+,0.3689748961567026,behind
90+,0.4904595995537441,behind
90+,0.418106182726193,behind
90+,0.535566735191937,behind
90+,0.5385083589495284,behind
90+,0.4516131723642491,behind
90+,0.4475185273598234,behind
90+,0.4092034517479254,behind
90+,0.406742051117283,behind
90+,0.4011917881800417,behind
90+,0.4835184929969152,behind
90+,0.6189910355894812,behind
90+,0.4822748211791425,behind
90+,0.5399883064174866,behind
90+,0.6530498101245665,behind
90+,0.5433767984831844,behind
90+,0.1632591430359792,behind
90+,0.2051515221044362,behind
90+,0.2148831727447154,behind
90+,0.2532122783022246,behind
90+,0.231555919178916,behind
90+,0.2932240583568986,behind
90+,0.3639735110707866,behind
90+,0.4279110124806048,behind
90+,0.3419576588342767,behind
90+,0.4019059967940744,behind
90+,0.3810027417905555,behind
90+,0.4196826670751752,behind
90+,0.3581596579172199,behind
90+,0.3700406687203388,behind
90+,0.3781512355108256,behind
90+,0.4318626460359884,behind
90+,0.4880461336229191,behind
90+,0.4379173461565538,behind
90+,0.4649296632671121,behind
90+,0.5073716668342241,behind
90+,0.4989124104212248,behind
90+,0.5663691810623654,behind
90+,0.3277087291270875,behind
90+,0.3357592855999393,behind
90+,0.3886965230816356,behind
90+,0.4226977849049706,behind
90+,0.3741205890357711,behind
90+,0.2700812029760114,behind
90+,0.2818798376020119,behind
90+,0.2623571117988197,behind
90+,0.3090141557445712,behind
90+,0.3540357269793331,behind
90+,0.235901887419016,behind
90+,0.2139681353461421,behind
90+,0.3440233554707922,behind
90+,0.4689072037966268,behind
90+,0.4045189919403397,behind
90+,0.2997406000165854,behind
90+,0.3180017752706141,behind
90+,0.3596069184832415,behind
90+,0.292579020212572,behind
90+,0.3303727250070918,behind
90+,0.3642306446597151,behind
90+,0.2635388831200874,behind
90+,0.2387292443579478,behind
90+,0.222701123549205,behind
90+,0.3205073035958724,behind
90+,0.3447085311316431,behind
90+,0.4082402788315721,behind
90+,0.3789929643190552,behind
90+,0.5024195513839306,behind
90+,0.5126705037861573,behind
90+,0.4448616545708502,behind
90+,0.6389074437924658,behind
90+,0.4716717747781073,behind
90+,0.2981353600177017,behind
90+,0.5643780518566556,behind
90+,0.348042480656014,behind
90+,0.5274633305868185,behind
90+,0.6221576108159895,behind
90+,0.5954688147193217,behind
90+,0.5010538233743733,behind
90+,0.3540782290759706,behind
90+,0.3238132313385933,behind
90+,0.3419847743355167,behind
90+,0.39937675192451,behind
90+,0.3526134105684688,behind
90+,0.4767958980248114,behind
90+,0.4217654190981673,behind
90+,0.2839734684866376,behind
90+,0.3460525816433764,behind
90+,0.2528002193394812,behind
90+,0.2729341401250975,behind
90+,0.5552712350056752,behind
90+,0.4957642323598076,behind
90+,0.4991878996102937,behind
90+,0.3830240281859046,behind
90+,0.2425770297726649,behind
90+,0.2319640548302237,behind
90+,0.19924670571934,behind
90+,0.2103049726083248,behind
90+,0.2714562213000701,behind
90+,0.2601106889018039,behind
90+,0.2589126196710758,behind
90+,0.2962549531873953,behind
90+,0.2790978023226851,behind
90+,0.276516555011264,behind
90+,0.2707428568685868,behind
90+,0.2805784576286225,behind
90+,0.3059813082484242,behind
90+,0.3042563563976043,behind
90+,0.2840270812588489,behind
90+,0.3197082600158822,behind
90+,0.3540756357993971,behind
90+,0.3623317712520717,behind
90+,0.2660660097854362,behind
90+,0.2482912432440044,behind
90+,0.2803493402524774,behind
90+,0.3047573827825695,behind
90+,0.2908668017315317,behind
90+,0.2747985694919282,behind
90+,0.367217314958398,behind
90+,0.2763784967845811,behind
90+,0.3304522396225726,behind
90+,0.3068118107585512,behind
90+,0.2938259880487995,behind
90+,0.3072530859254266,behind
90+,0.3541320232043111,behind
90+,0.3040078721142532,behind
90+,0.318327150660595,behind
90+,0.2892923037465107,behind
90+,0.4407160734366306,behind
90+,0.4997103755702778,behind
90+,0.3193794754773593,behind
90+,0.3300343164785532,behind
90+,0.3684156680004847,behind
90+,0.4024521239463401,behind
90+,0.3186705908043094,behind
90+,0.2871747610656666,behind
90+,0.3121983548361366,behind
90+,0.3377680215988666,behind
90+,0.2758472296445955,behind
90+,0.3353504441886878,behind
90+,0.4544449483139752,behind
90+,0.3757426136147758,behind
90+,0.675477382858758,behind
90+,0.479713771605774,behind
90+,0.3251906750323464,behind
90+,0.4257223226363391,behind
90+,0.4271431635775311,behind
90+,0.3573277376984338,behind
90+,0.4447671445727558,behind
90+,0.4084363512371858,behind
90+,0.4655164188587513,behind
90+,0.48615944559176,behind
90+,0.4894378314183509,behind
90+,0.3306052544590731,behind
90+,0.3066609430822538,behind
90+,0.3564265743072162,behind
90+,0.297463831972564,behind
90+,0.2738864796635032,behind
90+,0.3479325030896761,behind
90+,0.4431388776461457,behind
90+,0.2716535927158795,behind
90+,0.3328097501659754,behind
90+,0.322209973440938,behind
90+,0.4037040529179974,behind
90+,0.3892499654170351,behind
90+,0.410267936371466,behind
90+,0.2890027347823956,behind
90+,0.3715106453639403,behind
90+,0.5938559218159073,behind
90+,0.2959277912412434,behind
90+,0.3960516716386467,behind
0-15,0.2054805894013109,level
0-15,0.3345716136477171,level
0-15,0.2716735025317449,level
0-15,0.4065101008693469,level
0-15,0.4086738883076295,level
0-15,0.324559511009689,level
0-15,0.4588937127410332,level
0-15,0.2965875188384752,level
0-15,0.293134791033143,level
0-15,0.3352394845548345,level
0-15,0.3049775394347881,level
0-15,0.3085718416409906,level
0-15,0.3311629993884385,level
0-15,0.2904622591859683,level
0-15,0.2828121448622125,level
0-15,0.3646918866289766,level
0-15,0.2341513785713567,level
0-15,0.432373145733535,level
0-15,0.3829092934851115,level
0-15,0.5093747046784121,level
0-15,0.3354672932140634,level
0-15,0.2764763339769105,level
0-15,0.4991469955800381,level
0-15,0.4161666899857296,level
0-15,0.2878489270855833,level
0-15,0.4504149653527388,level
0-15,0.5943937693740833,level
0-15,0.3489596789250666,level
0-15,0.632140314849721,level
0-15,0.597948113042556,level
0-15,0.4433916884390665,level
0-15,0.5557569316274107,level
0-15,0.5551460139233951,level
0-15,0.5530165048216517,level
0-15,0.5375794327385388,level
0-15,0.4922466823991142,level
0-15,0.4002579285752659,level
0-15,0.3860570928869272,level
0-15,0.4326432778919546,level
0-15,0.4147121744064032,level
0-15,0.4231550663135022,level
0-15,0.3504473811180407,level
0-15,0.3423710383417642,level
0-15,0.2805771495679088,level
0-15,0.347659019038173,level
0-15,0.2993055141935738,level
0-15,0.3433868078440327,level
0-15,0.306300501595975,level
0-15,0.3122031667115303,level
0-15,0.4238360956858306,level
0-15,0.3523982402791298,level
0-15,0.3491110164302333,level
0-15,0.3115321043383587,level
0-15,0.3262320670566593,level
0-15,0.3583730391825574,level
0-15,0.349354164719339,level
0-15,0.569478738850584,level
0-15,0.4091743309633518,level
0-15,0.3146177557241354,level
0-15,0.3433678674947299,level
0-15,0.4617424066670588,level
0-15,0.4107095657751683,level
0-15,0.4299571466705168,level
0-15,0.4398609990918132,level
0-15,0.5060027201203842,level
0-15,0.3096940339876711,level
0-15,0.3828692746891961,level
0-15,0.3859932792059078,level
0-15,0.4000594679922399,level
0-15,0.3190344068633349,level
0-15,0.3731963191723551,level
0-15,0.300046443040099,level
0-15,0.3643285536168987,level
0-15,0.4371705872732709,level
0-15,0.4369367753626108,level
0-15,0.3633196946868128,level
0-15,0.2822689669652009,level
0-15,0.2324551983935359,level
0-15,0.5942543619052981,level
0-15,0.4310900648108274,level
0-15,0.4325582330953723,level
0-15,0.5047291167697601,level
0-15,0.3120415547584487,level
0-15,0.3227872113020764,level
0-15,0.3223838102702949,level
0-15,0.2999451551249811,level
0-15,0.2993947542570557,level
0-15,0.2670455827071917,level
0-15,0.2607629662492147,level
0-15,0.3339252873559774,level
0-15,0.2813260010737826,level
0-15,0.2843689762872102,level
0-15,0.375158095047046,level
0-15,0.3129926260118005,level
0-15,0.3544730949988611,level
0-15,0.377772699070439,level
0-15,0.302785034917141,level
0-15,0.3936823950726764,level
0-15,0.2037468996794635,level
0-15,0.225412899745218,level
0-15,0.295764485489401,level
0-15,0.3401301894661952,level
0-15,0.3026328951178625,level
0-15,0.2940344282127283,level
0-15,0.324661779975383,level
0-15,0.3372441488923348,level
0-15,0.3905041787983885,level
0-15,0.4750878792873802,level
0-15,0.2479712569868248,level
0-15,0.261066278736813,level
0-15,0.3402234268427133,level
0-15,0.261841622664386,level
0-15,0.2926639243355916,level
0-15,0.2859009695299927,level
0-15,0.3643118864870915,level
0-15,0.3210215404119194,level
0-15,0.285498737123008,level
0-15,0.378765458720283,level
0-15,0.3556923957506614,level
0-15,0.4676204775208422,level
0-15,0.5275145690923013,level
0-15,0.5010989617312328,level
0-15,0.3637655498659634,level
0-15,0.327271670493675,level
0-15,0.3341070131462383,level
0-15,0.3501128196427642,level
0-15,0.3330613712226639,level
0-15,0.4592595476989813,level
0-15,0.456384737150132,level
0-15,0.4439187445589152,level
0-15,0.2900578682163806,level
0-15,0.2760070517292385,level
0-15,0.3061782577568069,level
0-15,0.37750399192829,level
0-15,0.3541303754123132,level
0-15,0.3140780207262464,level
0-15,0.2765764378680498,level
0-15,0.3767446075488637,level
0-15,0.4326306688737501,level
0-15,0.5381013980344347,level
0-15,0.530410956788732,level
0-15,0.4219138372338282,level
0-15,0.5639716189728843,level
0-15,0.4444113337532453,level
0-15,0.3701424079266172,level
0-15,0.3743250872425562,level
0-15,0.3176907248354462,level
0-15,0.3262796910939995,level
0-15,0.3253038039358735,level
0-15,0.3144778195483855,level
0-15,0.3111567202387326,level
0-15,0.4899684592806012,level
0-15,0.3715668166391357,level
0-15,0.4084725035775345,level
0-15,0.3343936664229197,level
0-15,0.2427525976201152,level
0-15,0.3345516749238632,level
0-15,0.4207267025006461,level
0-15,0.4144340777838015,level
0-15,0.4928879413910442,level
0-15,0.4951873910485674,level
0-15,0.5755914657246288,level
0-15,0.5656484171486477,level
0-15,0.3763063088985523,level
0-15,0.5884910328596945,level
0-15,0.6076052358666664,level
0-15,0.5521007771821801,level
0-15,0.4424087300893048,level
0-15,0.4119592181518081,level
0-15,0.3876979595599364,level
0-15,0.3757980515401888,level
0-15,0.2753464748518897,level
0-15,0.2610902906124838,level
0-15,0.4156725334455847,level
0-15,0.4661237518437794,level
0-15,0.3173873452945397,level
0-15,0.2816889906269552,level
0-15,0.2452986395560292,level
0-15,0.2510408041840473,level
0-15,0.2909409347951688,level
0-15,0.2812525675539626,level
0-15,0.3692336904144547,level
0-15,0.3396732152707261,level
0-15,0.2994041041168274,level
0-15,0.3305463750757928,level
0-15,0.3110416936901826,level
0-15,0.2493428066284929,level
0-15,0.2123719292647335,level
0-15,0.2831616646413369,level
0-15,0.2922460793348154,level
0-15,0.3125724928101384,level
0-15,0.3297866483335845,level
0-15,0.3290014378947424,level
0-15,0.3777995346724293,level
0-15,0.3893775782103817,level
0-15,0.4226926696334572,level
0-15,0.4449302354154345,level
0-15,0.4863448608456607,level
0-15,0.4052072383789078,level
0-15,0.3272733623049095,level
0-15,0.3118847674602035,level
0-15,0.3735779721830495,level
0-15,0.3835737925485863,level
0-15,0.3277755313800471,level
0-15,0.3409065934932909,level
0-15,0.3562958262922683,level
0-15,0.3278480527118274,level
0-15,0.3404361831239634,level
0-15,0.3055518262695511,level
0-15,0.3194802766389207,level
0-15,0.3628012607258326,level
0-15,0.3643335913172012,level
0-15,0.4530581414918366,level
0-15,0.3813047745705975,level
0-15,0.2919427322023954,level
0-15,0.3038863013101309,level
0-15,0.3153028523617064,level
0-15,0.3250692764425408,level
0-15,0.3250040611558311,level
0-15,0.4121497467016836,level
0-15,0.482680200015146,level
0-15,0.3856969146807776,level
0-15,0.5634580234852686,level
0-15,0.4914314632887879,level
0-15,0.5330441514619237,level
0-15,0.2723383709098562,level
0-15,0.3326525561267006,level
0-15,0.5976561510428364,level
0-15,0.5766298445166959,level
0-15,0.5754806346238858,level
0-15,0.5076754758169566,level
0-15,0.377989521675357,level
0-15,0.3738942732253839,level
0-15,0.5320100714020503,level
0-15,0.4583183225943764,level
0-15,0.410399284146086,level
0-15,0.3364031861341879,level
0-15,0.4125062914884481,level
0-15,0.2881800187251202,level
0-15,0.3201288807121811,level
0-15,0.3537472695129026,level
0-15,0.3722705728256243,level
0-15,0.3829648720365827,level
0-15,0.5267840193071796,level
0-15,0.5386844336750517,level
0-15,0.5072015557052186,level
0-15,0.5726284264672877,level
0-15,0.4535180337871871,level
0-15,0.3943912953206199,level
0-15,0.3986018760390346,level
0-15,0.4058126132448489,level
0-15,0.2981096219313496,level
0-15,0.3456976692262618,level
0-15,0.3821799882157055,level
0-15,0.3308992660164504,level
0-15,0.3087896150090817,level
0-15,0.3230673139733881,level
0-15,0.3070181685456838,level
0-15,0.3574167584877408,level
0-15,0.3401952669957562,level
0-15,0.3217652243752127,level
0-15,0.3126445475963326,level
0-15,0.3933735008287104,level
0-15,0.4325230470513812,level
0-15,0.4739720146161861,level
0-15,0.5252616466291283,level
0-15,0.6246541566809928,level
0-15,0.3882144104445708,level
0-15,0.542968528313993,level
0-15,0.5461508638641821,level
0-15,0.5339592182178815,level
0-15,0.4413772493651905,level
0-15,0.3359228157619008,level
0-15,0.4650124040091233,level
0-15,0.503107859731644,level
0-15,0.46814414827913,level
0-15,0.3629184098425003,level
0-15,0.2582256154254315,level
0-15,0.3302846987410228,level
0-15,0.3849861913172563,level
0-15,0.5237609728455598,level
0-15,0.5766837227085627,level
0-15,0.5733631704152822,level
0-15,0.3092890551983224,level
0-15,0.2699039790512439,level
0-15,0.2814339734578845,level
0-15,0.38281740522519,level
0-15,0.3383494448133965,level
0-15,0.3659016734199132,level
0-15,0.3472278688775788,level
0-15,0.3270713480954167,level
0-15,0.2955012318852849,level
0-15,0.2891092831527975,level
0-15,0.3288015389579815,level
0-15,0.333021518418792,level
0-15,0.3833596388276608,level
0-15,0.4658991919210091,level
0-15,0.3417290814905452,level
0-15,0.4270462813524914,level
0-15,0.4216554389089944,level
0-15,0.3873635197163179,level
0-15,0.4601166936772012,level
0-15,0.4935417879172109,level
0-15,0.3109306706422274,level
0-15,0.2579409016509048,level
0-15,0.2687903235413055,level
0-15,0.2806025925675284,level
0-15,0.3886162865364435,level
0-15,0.3835516696800614,level
0-15,0.5347252207366522,level
0-15,0.4948991237483148,level
0-15,0.3279296872182582,level
0-15,0.4112426209367729,level
0-15,0.319053789560368,level
0-15,0.2839583919842858,level
0-15,0.2781589752011927,level
0-15,0.3337909813927571,level
0-15,0.2881984569207504,level
0-15,0.2692193893169026,level
0-15,0.2695475793074711,level
0-15,0.3845475040667003,level
0-15,0.3534476084765824,level
0-15,0.3744100844622149,level
0-15,0.3259159709592306,level
0-15,0.3412138392074172,level
0-15,0.3610789517904101,level
0-15,0.3545340678727217,level
0-15,0.4290426923191344,level
0-15,0.3933744394781454,level
0-15,0.3713633088761898,level
0-15,0.3350999460011714,level
0-15,0.273260220839009,level
0-15,0.336527487289855,level
0-15,0.3945182555979547,level
0-15,0.4097830207898132,level
0-15,0.4898684260689245,level
0-15,0.7112293813458506,level
0-15,0.6198438731439749,level
0-15,0.2336735981672421,level
0-15,0.2876463801770631,level
0-15,0.2807602895411759,level
0-15,0.2602016170552558,level
0-15,0.3143907640432009,level
0-15,0.3501886387728229,level
0-15,0.3869258718780906,level
0-15,0.2555682851836344,level
0-15,0.4325340185072401,level
0-15,0.4381990735082253,level
0-15,0.5613518879612044,level
0-15,0.4278065469413971,level
0-15,0.6886508675076742,level
0-15,0.6061159875767033,level
0-15,0.5018655902382252,level
0-15,0.5085433302213114,level
0-15,0.4978590310068053,level
0-15,0.3336484282432054,level
0-15,0.3249627272835294,level
0-15,0.31663288577917,level
0-15,0.3354159222885981,level
0-15,0.2946805158671582,level
0-15,0.234863716911867,level
0-15,0.2100182727570441,level
0-15,0.2501804415033582,level
0-15,0.3124435700606553,level
0-15,0.2955386244210521,level
0-15,0.2857732561228689,level
0-15,0.2904511835809388,level
0-15,0.3772986883274266,level
0-15,0.2622782544415988,level
0-15,0.2040717830781994,level
0-15,0.1952736101419801,level
0-15,0.2329620356210165,level
0-15,0.2099477199017271,level
0-15,0.2669709754572382,level
0-15,0.3260311260191697,level
0-15,0.3468564855882172,level
0-15,0.3134689498796714,level
0-15,0.3346751275511196,level
0-15,0.6347972641984628,level
0-15,0.2941619457990023,level
0-15,0.5292145371336623,level
0-15,0.3382906696283284,level
0-15,0.5612666057093406,level
0-15,0.3332838653267442,level
0-15,0.3393509307875467,level
0-15,0.309198948824041,level
0-15,0.2839843344060171,level
0-15,0.2189960801660655,level
0-15,0.2304871277078672,level
0-15,0.454734884396219,level
0-15,0.2947165504002645,level
0-15,0.3347738886640659,level
0-15,0.3264632195203759,level
0-15,0.3993978819071574,level
0-15,0.3969383151199591,level
0-15,0.3726223546370648,level
0-15,0.2967208094113952,level
0-15,0.3613930726581339,level
0-15,0.3187121744787841,level
0-15,0.3668290507856505,level
0-15,0.2825970392355967,level
0-15,0.2868855063964572,level
0-15,0.2461911267412879,level
0-15,0.3384261147725041,level
0-15,0.3220586747178653,level
0-15,0.3073811318695739,level
0-15,0.3890859275721492,level
0-15,0.4108064826952043,level
0-15,0.4403592237059605,level
0-15,0.4343256487018937,level
0-15,0.3330140897138214,level
0-15,0.3216245570228768,level
0-15,0.2779933109341495,level
0-15,0.2670823131430874,level
0-15,0.2665452389892853,level
0-15,0.2787214554904789,level
0-15,0.3425944025161742,level
0-15,0.3447437358863374,level
0-15,0.3309051470297979,level
0-15,0.3400039993717136,level
0-15,0.3488544145199653,level
0-15,0.3773331705786682,level
0-15,0.316343532898005,level
0-15,0.2949625748814934,level
0-15,0.2537997257058427,level
0-15,0.2233046503532557,level
0-15,0.226851300742838,level
0-15,0.3318805891570402,level
0-15,0.2234246627306602,level
0-15,0.2564869916280115,level
0-15,0.2677207114371749,level
0-15,0.2636141866724785,level
0-15,0.2210258612177175,level
0-15,0.2308128138768853,level
0-15,0.2204006729914836,level
0-15,0.1997074182954985,level
0-15,0.1957667641433783,level
0-15,0.3674115662673587,level
0-15,0.2969490290846909,level
0-15,0.4401968528901388,level
0-15,0.2710380135740315,level
0-15,0.3078890136808028,level
0-15,0.3416891732292043,level
0-15,0.3510331463514278,level
0-15,0.362425325035413,level
0-15,0.3753521500088909,level
0-15,0.3829888475591417,level
0-15,0.377254601797008,level
0-15,0.3662132396358698,level
0-15,0.3334428807468972,level
0-15,0.3322331504950047,level
0-15,0.2840405884156726,level
0-15,0.2829038676546836,level
0-15,0.3045351483936697,level
0-15,0.3218108239975332,level
0-15,0.3048847563391383,level
0-15,0.3183859161387751,level
0-15,0.2545009056308662,level
0-15,0.2556837041664314,level
0-15,0.2598910098341228,level
0-15,0.3196369841836256,level
0-15,0.3290378939356592,level
0-15,0.2832784378578316,level
0-15,0.3958500202226734,level
0-15,0.4966696977654249,level
0-15,0.5341466175524437,level
0-15,0.4647086495614692,level
0-15,0.4906723660078511,level
0-15,0.5414569305958474,level
0-15,0.38465639265306,level
0-15,0.1880607018397762,level
0-15,0.2345928997413305,level
0-15,0.2523581723190946,level
0-15,0.3753371633012119,level
15-30,0.3348202145655135,level
15-30,0.3176907374410025,level
15-30,0.3952600079885536,level
15-30,0.309997962365267,level
15-30,0.3458091588521074,level
15-30,0.5107331388500744,level
15-30,0.3255224100196532,level
15-30,0.4562897618982501,level
15-30,0.6330708072305842,level
15-30,0.5850813988638043,level
15-30,0.6076102591434742,level
15-30,0.5130189890355151,level
15-30,0.5391642807583928,level
15-30,0.5206040039372516,level
15-30,0.3782933924103628,level
15-30,0.443450719627827,level
15-30,0.4267150584833655,level
15-30,0.3789482477828927,level
15-30,0.3199221142567958,level
15-30,0.3417293857048633,level
15-30,0.3564144476978415,level
15-30,0.4305861163886469,level
15-30,0.4387913074182252,level
15-30,0.3084880805005643,level
15-30,0.3335360227817389,level
15-30,0.291187746134278,level
15-30,0.3623039391137287,level
15-30,0.2971663705805656,level
15-30,0.3278904196259536,level
15-30,0.2611078288139672,level
15-30,0.2766874712815906,level
15-30,0.3199846567617163,level
15-30,0.2831899707872533,level
15-30,0.3040173354373561,level
15-30,0.3025620908096014,level
15-30,0.301421946076759,level
15-30,0.3551531441542482,level
15-30,0.3536876268340465,level
15-30,0.3235488373491298,level
15-30,0.3729532049231889,level
15-30,0.3776263342720425,level
15-30,0.3192651615749374,level
15-30,0.343265063496284,level
15-30,0.329575535734511,level
15-30,0.3718473732832937,level
15-30,0.274480249254982,level
15-30,0.4060907392565279,level
15-30,0.4396576446488259,level
15-30,0.3935576563204833,level
15-30,0.3561083923659924,level
15-30,0.4359843038569936,level
15-30,0.4624894046474652,level
15-30,0.2579858243006049,level
15-30,0.2776241814284677,level
15-30,0.3070335539278166,level
15-30,0.3819643643729041,level
15-30,0.2988506341152306,level
15-30,0.3508859999022257,level
15-30,0.3139983868899944,level
15-30,0.3739893568904497,level
15-30,0.4327443582930123,level
15-30,0.4162140026630405,level
15-30,0.3353126854061951,level
15-30,0.248844369339116,level
15-30,0.3189492697322521,level
15-30,0.3309310214157526,level
15-30,0.3228700970068726,level
15-30,0.227684890527488,level
15-30,0.2815481586047166,level
15-30,0.3796909245124842,level
15-30,0.4345356421227753,level
15-30,0.3166714242116274,level
15-30,0.2687332761211218,level
15-30,0.3908332843379821,level
15-30,0.2879701597051795,level
15-30,0.2906949732760071,level
15-30,0.2834488784072926,level
15-30,0.3789416208010416,level
15-30,0.325485974404777,level
15-30,0.3318442270008084,level
15-30,0.458277354024085,level
15-30,0.4271455702679263,level
15-30,0.3629779708980712,level
15-30,0.4069750076511952,level
15-30,0.3508769732072206,level
15-30,0.4757934572458958,level
15-30,0.3745767629533114,level
15-30,0.4466297651275909,level
15-30,0.3481442302910926,level
15-30,0.395711661765374,level
15-30,0.3471137163304635,level
15-30,0.271470978938918,level
15-30,0.2993314362446461,level
15-30,0.3110254716871672,level
15-30,0.3122360152182544,level
15-30,0.3155568939966586,level
15-30,0.445495987784642,level
15-30,0.3182953577409052,level
15-30,0.4432013270901568,level
15-30,0.4705768733189723,level
15-30,0.4326932405525266,level
15-30,0.4048103263747711,level
15-30,0.610331019644273,level
15-30,0.2699991700990018,level
15-30,0.2343637755370758,level
15-30,0.2303279738171235,level
15-30,0.2377677433434448,level
15-30,0.2924725847117303,level
15-30,0.4498468240424318,level
15-30,0.4512485638425982,level
15-30,0.4232525071483892,level
15-30,0.3487552094355822,level
15-30,0.3447513941920794,level
15-30,0.3570846699463743,level
15-30,0.3363409708730283,level
15-30,0.3356580653379291,level
15-30,0.2392597473279797,level
15-30,0.2858941192392633,level
15-30,0.2235885695830638,level
15-30,0.2794933848322208,level
15-30,0.250116716852404,level
15-30,0.2542484603645593,level
15-30,0.2052731976440184,level
15-30,0.2327302886589927,level
15-30,0.2560576335984078,level
15-30,0.2416891184495428,level
15-30,0.2402937317995916,level
15-30,0.2180896066658135,level
15-30,0.2372605762744642,level
15-30,0.2406155142975023,level
15-30,0.2743031399441962,level
15-30,0.2390594130973314,level
15-30,0.2941825314532773,level
15-30,0.2897461177301369,level
15-30,0.3498812813202978,level
15-30,0.3710703347392942,level
15-30,0.4677969065727532,level
15-30,0.5465309059104974,level
15-30,0.5161244069621964,level
15-30,0.5313780034906943,level
15-30,0.4245781042443235,level
15-30,0.5198847017673988,level
15-30,0.5347754727436065,level
15-30,0.4566887223234554,level
15-30,0.4793257442614833,level
15-30,0.5431932657465104,level
15-30,0.7625512448435515,level
15-30,0.4865515310872113,level
15-30,0.4406239136978661,level
15-30,0.3968106686021572,level
15-30,0.4007867038843985,level
15-30,0.344968880864927,level
15-30,0.3465506692362782,level
15-30,0.3983609024340681,level
15-30,0.5527835889429645,level
15-30,0.5767022434160689,level
15-30,0.5341600498347602,level
15-30,0.5342866196171062,level
15-30,0.527663892013119,level
15-30,0.487089338089576,level
15-30,0.4624341840835901,level
15-30,0.4655472165561999,level
15-30,0.4618666089332559,level
