match_id,object_id_sb,role
DFL-MAT-J04215,21199,Defensive Mid
DFL-MAT-J04215,149579,Attacking Mid
DFL-MAT-J04219,39360,Defensive Mid
DFL-MAT-J04219,78766,Center Back
DFL-MAT-J04219,86899,Full Back
DFL-MAT-J04219,6874,Forward
DFL-MAT-J04219,131243,Attacking Mid
DFL-MAT-J04219,147712,Defensive Mid
DFL-MAT-J04219,40982,Defensive Mid
DFL-MAT-J04219,9220,Goalkeeper
DFL-MAT-J04219,33395,Winger
DFL-MAT-J04219,12407,Full Back
DFL-MAT-J04219,318751,Defensive Mid
DFL-MAT-J04219,23614,Winger
DFL-MAT-J04219,8352,Center Back
DFL-MAT-J04219,11369,Center Back
DFL-MAT-J04219,39265,Center Back
DFL-MAT-J04219,30710,Winger
DFL-MAT-J04219,39245,Full Back
DFL-MAT-J04219,396486,Full Back
DFL-MAT-J04219,279584,Center Back
DFL-MAT-J04219,28805,Winger
DFL-MAT-J04219,39162,Forward
DFL-MAT-J04219,20662,Goalkeeper
DFL-MAT-J04219,9190,Forward
DFL-MAT-J04219,407299,Winger
DFL-MAT-J04219,23389,Defensive Mid
DFL-MAT-J04219,156734,Winger
DFL-MAT-J04219,41783,Forward
DFL-MAT-J04219,348086,Full Back
DFL-MAT-J04219,31197,Center Back
DFL-MAT-J04219,10012,Full Back
DFL-MAT-J04219,405354,Attacking Mid
DFL-MAT-J0421J,253296,Forward
DFL-MAT-J0421J,407301,Center Back
DFL-MAT-J0421J,9190,Forward
DFL-MAT-J0421J,39265,Center Back
DFL-MAT-J0421J,29497,Full Back
DFL-MAT-J0421J,147712,Defensive Mid
DFL-MAT-J0421J,185015,Winger
DFL-MAT-J0421J,21865,Defensive Mid
DFL-MAT-J0421J,33395,Forward
DFL-MAT-J0421J,48503,Central Mid
DFL-MAT-J0421J,86899,Full Back
DFL-MAT-J0421J,23384,Center Back
DFL-MAT-J0421J,40982,Central Mid
DFL-MAT-J0421J,8784,Winger
DFL-MAT-J0421J,24179,Full Back
DFL-MAT-J0421J,11369,Center Back
DFL-MAT-J0421J,31197,Center Back
DFL-MAT-J0421J,24532,Central Mid
DFL-MAT-J0421J,39162,Central Mid
DFL-MAT-J0421J,227260,Goalkeeper
DFL-MAT-J0421J,9220,Goalkeeper
DFL-MAT-J0421J,29223,Full Back
DFL-MAT-J0421J,48169,Forward
DFL-MAT-J0421J,8826,Central Mid
DFL-MAT-J0421J,195514,Central Mid
DFL-MAT-J0421J,9726,Full Back
DFL-MAT-J0421J,407299,Forward
DFL-MAT-J0421J,382352,Attacking Mid
DFL-MAT-J0421J,8570,Center Back
DFL-MAT-J0421W,40957,Forward
DFL-MAT-J0421W,20770,Center Back
DFL-MAT-J0421W,8393,Goalkeeper
DFL-MAT-J0421W,9220,Goalkeeper
DFL-MAT-J0421W,9190,Forward
DFL-MAT-J0421W,395597,Defensive Mid
DFL-MAT-J0421W,25368,Defensive Mid
DFL-MAT-J0421W,81330,Center Back
DFL-MAT-J0421W,430240,Full Back
DFL-MAT-J0421W,31197,Center Back
DFL-MAT-J0421W,39162,Winger
DFL-MAT-J0421W,33395,Winger
DFL-MAT-J0421W,5460,Attacking Mid
DFL-MAT-J0421W,39265,Center Back
DFL-MAT-J0421W,40982,Defensive Mid
DFL-MAT-J0421W,158661,Attacking Mid
DFL-MAT-J0421W,9726,Full Back
DFL-MAT-J0421W,49230,Center Back
DFL-MAT-J0421W,16570,Full Back
DFL-MAT-J0421W,147712,Defensive Mid
DFL-MAT-J0421W,11369,Center Back
DFL-MAT-J0421W,86899,Full Back
DFL-MAT-J0421W,8960,Full Back
DFL-MAT-J0421W,9159,Winger
DFL-MAT-J0421W,407299,Forward
DFL-MAT-J0421W,39545,Winger
DFL-MAT-J0421W,348086,Full Back
DFL-MAT-J0421W,21304,Defensive Mid
DFL-MAT-J0421W,396377,Forward
DFL-MAT-J0421W,373743,Winger
DFL-MAT-J0421W,382352,Forward
DFL-MAT-J0421W,30710,Winger
DFL-MAT-J0421Z,143728,Defensive Mid
DFL-MAT-J0421Z,23198,Goalkeeper
DFL-MAT-J0421Z,13294,Center Back
DFL-MAT-J0421Z,3767,Center Back
DFL-MAT-J0421Z,35705,Winger
DFL-MAT-J0421Z,9726,Full Back
DFL-MAT-J0421Z,254651,Central Mid
DFL-MAT-J0421Z,296291,Full Back
DFL-MAT-J0421Z,9190,Forward
DFL-MAT-J0421Z,31197,Center Back
DFL-MAT-J0421Z,147712,Defensive Mid
DFL-MAT-J0421Z,11369,Center Back
DFL-MAT-J0421Z,9220,Goalkeeper
DFL-MAT-J0421Z,39265,Center Back
DFL-MAT-J0421Z,21304,Defensive Mid
DFL-MAT-J0421Z,256938,Central Mid
DFL-MAT-J0421Z,39162,Winger
DFL-MAT-J0421Z,17277,Forward
DFL-MAT-J0421Z,120833,Full Back
DFL-MAT-J0421Z,39070,Winger
DFL-MAT-J0421Z,40982,Full Back
DFL-MAT-J0421Z,33395,Winger
DFL-MAT-J0421Z,291796,Forward
DFL-MAT-J0421Z,16190,Full Back
DFL-MAT-J0421Z,217047,Central Mid
DFL-MAT-J0421Z,382352,Forward
DFL-MAT-J0421Z,348086,Full Back
DFL-MAT-J0421Z,374772,Full Back
DFL-MAT-J0421Z,279584,Center Back
DFL-MAT-J0421Z,5536,Defensive Mid
DFL-MAT-J0421Z,385572,Forward
DFL-MAT-J0421Z,484944,Winger
DFL-MAT-J0422E,11282,Winger
DFL-MAT-J0422E,48246,Goalkeeper
DFL-MAT-J0422E,58293,Forward
DFL-MAT-J0422E,31197,Center Back
DFL-MAT-J0422E,9220,Goalkeeper
DFL-MAT-J0422E,39265,Center Back
DFL-MAT-J0422E,12418,Attacking Mid
DFL-MAT-J0422E,11459,Full Back
DFL-MAT-J0422E,8401,Defensive Mid
DFL-MAT-J0422E,33395,Forward
DFL-MAT-J0422E,31310,Winger
DFL-MAT-J0422E,424457,Defensive Mid
DFL-MAT-J0422E,147712,Defensive Mid
DFL-MAT-J0422E,40982,Full Back
DFL-MAT-J0422E,374772,Center Back
DFL-MAT-J0422E,21304,Central Mid
DFL-MAT-J0422E,131552,Full Back
DFL-MAT-J0422E,39162,Central Mid
DFL-MAT-J0422E,407299,Forward
DFL-MAT-J0422E,415558,Center Back
DFL-MAT-J0422E,8808,Center Back
DFL-MAT-J0422E,9726,Full Back
DFL-MAT-J0422E,8939,Defensive Mid
DFL-MAT-J0422E,131560,Full Back
DFL-MAT-J0422E,30710,Forward
DFL-MAT-J0422E,396486,Full Back
DFL-MAT-J0422E,296991,Winger
DFL-MAT-J0422E,8931,Center Back
DFL-MAT-J0422E,7083,Center Back
DFL-MAT-J0422E,5536,Forward
DFL-MAT-J0422E,459273,Central Mid
DFL-MAT-J0422G,39162,Attacking Mid
DFL-MAT-J0422G,42866,Goalkeeper
DFL-MAT-J0422G,30606,Center Back
DFL-MAT-J0422G,31197,Full Back
DFL-MAT-J0422G,39265,Center Back
DFL-MAT-J0422G,374772,Center Back
DFL-MAT-J0422G,39259,Attacking Mid
DFL-MAT-J0422G,9195,Center Back
DFL-MAT-J0422G,28268,Defensive Mid
DFL-MAT-J0422G,10336,Full Back
DFL-MAT-J0422G,6888,Defensive Mid
DFL-MAT-J0422G,40908,Center Back
DFL-MAT-J0422G,444416,Full Back
DFL-MAT-J0422G,40982,Full Back
DFL-MAT-J0422G,21304,Defensive Mid
DFL-MAT-J0422G,147712,Defensive Mid
DFL-MAT-J0422G,298195,Attacking Mid
DFL-MAT-J0422G,7044,Forward
DFL-MAT-J0422G,11369,Center Back
DFL-MAT-J0422G,407299,Forward
DFL-MAT-J0422G,25000,Goalkeeper
DFL-MAT-J0422G,30710,Attacking Mid
DFL-MAT-J0422G,196651,Full Back
DFL-MAT-J0422G,195841,Winger
DFL-MAT-J0422G,29223,Full Back
DFL-MAT-J0422G,8804,Winger
DFL-MAT-J0422G,5536,Forward
DFL-MAT-J0422G,396486,Attacking Mid
DFL-MAT-J0422G,5200,Winger
DFL-MAT-J0422G,407293,Center Back
DFL-MAT-J0422G,86899,Full Back
