object_id,player_name,dimension,times_flagged,matches,side,confident,frames_present_total,mistakes_per_1000_frames
DFL-OBJ-J01D1W,Julian Jeffrey Gaston Chabot,compactness,160,2,opponent,True,5150,31.07
DFL-OBJ-J01D1W,Julian Jeffrey Gaston Chabot,lpc,220,2,opponent,True,5150,42.72
DFL-OBJ-J01D1W,Julian Jeffrey Gaston Chabot,pos,13,2,opponent,True,5150,2.52
DFL-OBJ-J01D1W,Julian Jeffrey Gaston Chabot,pressure,50,2,opponent,True,5150,9.71
DFL-OBJ-J01D1W,Julian Jeffrey Gaston Chabot,synchronization,303,2,opponent,True,5150,58.83
DFL-OBJ-J01D4G,Franck Honorat,anticipation,721,2,opponent,True,5202,138.6
DFL-OBJ-J01D4G,Franck Honorat,compactness,725,2,opponent,True,5202,139.37
DFL-OBJ-J01D4G,Franck Honorat,lpc,650,2,opponent,True,5202,124.95
DFL-OBJ-J01D4G,Franck Honorat,pos,254,2,opponent,True,5202,48.83
DFL-OBJ-J01D4G,Franck Honorat,pressure,276,2,opponent,True,5202,53.06
DFL-OBJ-J01D4G,Franck Honorat,synchronization,560,2,opponent,True,5202,107.65
DFL-OBJ-J01D90,Wouter Burger,anticipation,451,2,opponent,True,5723,78.8
DFL-OBJ-J01D90,Wouter Burger,compactness,70,2,opponent,True,5723,12.23
DFL-OBJ-J01D90,Wouter Burger,lpc,610,2,opponent,True,5723,106.59
DFL-OBJ-J01D90,Wouter Burger,pos,89,2,opponent,True,5723,15.55
DFL-OBJ-J01D90,Wouter Burger,pressure,239,2,opponent,True,5723,41.76
DFL-OBJ-J01D90,Wouter Burger,synchronization,504,2,opponent,True,5723,88.07
DFL-OBJ-J01D9B,Ramon Hendriks,anticipation,225,2,opponent,True,4966,45.31
DFL-OBJ-J01D9B,Ramon Hendriks,compactness,346,2,opponent,True,4966,69.67
DFL-OBJ-J01D9B,Ramon Hendriks,lpc,252,2,opponent,True,4966,50.75
DFL-OBJ-J01D9B,Ramon Hendriks,pos,11,2,opponent,True,4966,2.22
DFL-OBJ-J01D9B,Ramon Hendriks,pressure,57,2,opponent,True,4966,11.48
DFL-OBJ-J01D9B,Ramon Hendriks,synchronization,421,2,opponent,True,4966,84.78
DFL-OBJ-J01DA7,Luis Fernando Díaz Marulanda,anticipation,412,2,opponent,True,3610,114.13
DFL-OBJ-J01DA7,Luis Fernando Díaz Marulanda,compactness,654,2,opponent,True,3610,181.16
DFL-OBJ-J01DA7,Luis Fernando Díaz Marulanda,lpc,346,2,opponent,True,3610,95.84
DFL-OBJ-J01DA7,Luis Fernando Díaz Marulanda,pos,109,2,opponent,True,3610,30.19
DFL-OBJ-J01DA7,Luis Fernando Díaz Marulanda,pressure,101,2,opponent,True,3610,27.98
DFL-OBJ-J01DA7,Luis Fernando Díaz Marulanda,synchronization,438,2,opponent,True,3610,121.33
DFL-OBJ-J01DAB,Fabio Daniel Soares Silva,anticipation,117,1,opponent,False,843,138.79
DFL-OBJ-J01DAB,Fabio Daniel Soares Silva,compactness,79,1,opponent,False,843,93.71
DFL-OBJ-J01DAB,Fabio Daniel Soares Silva,lpc,83,1,opponent,False,843,98.46
DFL-OBJ-J01DAB,Fabio Daniel Soares Silva,pos,24,1,opponent,False,843,28.47
DFL-OBJ-J01DAB,Fabio Daniel Soares Silva,pressure,21,1,opponent,False,843,24.91
DFL-OBJ-J01DAB,Fabio Daniel Soares Silva,synchronization,112,1,opponent,False,843,132.86
DFL-OBJ-J01DCO,Yukinari Sugawara,anticipation,535,2,opponent,True,6765,79.08
DFL-OBJ-J01DCO,Yukinari Sugawara,compactness,1470,2,opponent,True,6765,217.29
DFL-OBJ-J01DCO,Yukinari Sugawara,lpc,404,2,opponent,True,6765,59.72
DFL-OBJ-J01DCO,Yukinari Sugawara,pos,93,2,opponent,True,6765,13.75
DFL-OBJ-J01DCO,Yukinari Sugawara,pressure,128,2,opponent,True,6765,18.92
DFL-OBJ-J01DCO,Yukinari Sugawara,synchronization,689,2,opponent,True,6765,101.85
DFL-OBJ-J01DKU,Benedict Hollerbach,anticipation,402,1,opponent,False,1599,251.41
DFL-OBJ-J01DKU,Benedict Hollerbach,compactness,296,1,opponent,False,1599,185.12
DFL-OBJ-J01DKU,Benedict Hollerbach,lpc,308,1,opponent,False,1599,192.62
DFL-OBJ-J01DKU,Benedict Hollerbach,pos,64,1,opponent,False,1599,40.03
DFL-OBJ-J01DKU,Benedict Hollerbach,pressure,62,1,opponent,False,1599,38.77
DFL-OBJ-J01DKU,Benedict Hollerbach,synchronization,214,1,opponent,False,1599,133.83
DFL-OBJ-J01DNM,Nathaniel Brown,anticipation,565,2,opponent,True,5669,99.66
DFL-OBJ-J01DNM,Nathaniel Brown,compactness,873,2,opponent,True,5669,154.0
DFL-OBJ-J01DNM,Nathaniel Brown,lpc,388,2,opponent,True,5669,68.44
DFL-OBJ-J01DNM,Nathaniel Brown,pos,82,2,opponent,True,5669,14.46
DFL-OBJ-J01DNM,Nathaniel Brown,pressure,158,2,opponent,True,5669,27.87
DFL-OBJ-J01DNM,Nathaniel Brown,synchronization,504,2,opponent,True,5669,88.9
DFL-OBJ-J01DOV,Castello Junior Lukeba,anticipation,315,2,opponent,True,5555,56.71
DFL-OBJ-J01DOV,Castello Junior Lukeba,compactness,98,2,opponent,True,5555,17.64
DFL-OBJ-J01DOV,Castello Junior Lukeba,lpc,199,2,opponent,True,5555,35.82
DFL-OBJ-J01DOV,Castello Junior Lukeba,pos,14,2,opponent,True,5555,2.52
DFL-OBJ-J01DOV,Castello Junior Lukeba,pressure,75,2,opponent,True,5555,13.5
DFL-OBJ-J01DOV,Castello Junior Lukeba,synchronization,309,2,opponent,True,5555,55.63
DFL-OBJ-J01DVC,Denis Huseinbašić,anticipation,146,1,opponent,False,3427,42.6
DFL-OBJ-J01DVC,Denis Huseinbašić,compactness,16,1,opponent,False,3427,4.67
DFL-OBJ-J01DVC,Denis Huseinbašić,lpc,180,1,opponent,False,3427,52.52
DFL-OBJ-J01DVC,Denis Huseinbašić,pos,24,1,opponent,False,3427,7.0
DFL-OBJ-J01DVC,Denis Huseinbašić,pressure,75,1,opponent,False,3427,21.89
DFL-OBJ-J01DVC,Denis Huseinbašić,synchronization,234,1,opponent,False,3427,68.28
DFL-OBJ-J01DZW,Sacha Boey,anticipation,32,1,opponent,False,355,90.14
DFL-OBJ-J01DZW,Sacha Boey,compactness,27,1,opponent,False,355,76.06
DFL-OBJ-J01DZW,Sacha Boey,lpc,45,1,opponent,False,355,126.76
DFL-OBJ-J01DZW,Sacha Boey,pos,2,1,opponent,False,355,5.63
DFL-OBJ-J01DZW,Sacha Boey,pressure,18,1,opponent,False,355,50.7
DFL-OBJ-J01DZW,Sacha Boey,synchronization,46,1,opponent,False,355,129.58
DFL-OBJ-J01E9X,Karim David Adeyemi,anticipation,545,2,opponent,True,2619,208.09
DFL-OBJ-J01E9X,Karim David Adeyemi,compactness,521,2,opponent,True,2619,198.93
DFL-OBJ-J01E9X,Karim David Adeyemi,lpc,372,2,opponent,True,2619,142.04
DFL-OBJ-J01E9X,Karim David Adeyemi,pos,159,2,opponent,True,2619,60.71
DFL-OBJ-J01E9X,Karim David Adeyemi,pressure,110,2,opponent,True,2619,42.0
DFL-OBJ-J01E9X,Karim David Adeyemi,synchronization,300,2,opponent,True,2619,114.55
DFL-OBJ-J01EAG,Tiago Barreiros de Melo Tomás,anticipation,200,1,opponent,False,745,268.46
DFL-OBJ-J01EAG,Tiago Barreiros de Melo Tomás,compactness,128,1,opponent,False,745,171.81
DFL-OBJ-J01EAG,Tiago Barreiros de Melo Tomás,lpc,145,1,opponent,False,745,194.63
DFL-OBJ-J01EAG,Tiago Barreiros de Melo Tomás,pos,80,1,opponent,False,745,107.38
DFL-OBJ-J01EAG,Tiago Barreiros de Melo Tomás,pressure,45,1,opponent,False,745,60.4
DFL-OBJ-J01EAG,Tiago Barreiros de Melo Tomás,synchronization,81,1,opponent,False,745,108.72
DFL-OBJ-J01EAQ,Mikkel Kaufmann Sörensen,anticipation,557,1,opponent,False,2258,246.68
DFL-OBJ-J01EAQ,Mikkel Kaufmann Sörensen,compactness,239,1,opponent,False,2258,105.85
DFL-OBJ-J01EAQ,Mikkel Kaufmann Sörensen,lpc,499,1,opponent,False,2258,220.99
DFL-OBJ-J01EAQ,Mikkel Kaufmann Sörensen,pos,205,1,opponent,False,2258,90.79
DFL-OBJ-J01EAQ,Mikkel Kaufmann Sörensen,pressure,127,1,opponent,False,2258,56.24
DFL-OBJ-J01EAQ,Mikkel Kaufmann Sörensen,synchronization,230,1,opponent,False,2258,101.86
DFL-OBJ-J01EAZ,Arijon Ibrahimović,anticipation,595,2,opponent,True,4491,132.49
DFL-OBJ-J01EAZ,Arijon Ibrahimović,compactness,829,2,opponent,True,4491,184.59
DFL-OBJ-J01EAZ,Arijon Ibrahimović,lpc,578,2,opponent,True,4491,128.7
DFL-OBJ-J01EAZ,Arijon Ibrahimović,pos,239,2,opponent,True,4491,53.22
DFL-OBJ-J01EAZ,Arijon Ibrahimović,pressure,187,2,opponent,True,4491,41.64
DFL-OBJ-J01EAZ,Arijon Ibrahimović,synchronization,605,2,opponent,True,4491,134.71
DFL-OBJ-J01FDE,Arnaud Kalimuendo Muinga,anticipation,367,1,opponent,False,2830,129.68
DFL-OBJ-J01FDE,Arnaud Kalimuendo Muinga,compactness,332,1,opponent,False,2830,117.31
DFL-OBJ-J01FDE,Arnaud Kalimuendo Muinga,lpc,281,1,opponent,False,2830,99.29
DFL-OBJ-J01FDE,Arnaud Kalimuendo Muinga,pos,79,1,opponent,False,2830,27.92
DFL-OBJ-J01FDE,Arnaud Kalimuendo Muinga,pressure,92,1,opponent,False,2830,32.51
DFL-OBJ-J01FDE,Arnaud Kalimuendo Muinga,synchronization,231,1,opponent,False,2830,81.63
DFL-OBJ-J01FO9,Nicolas Seiwald,anticipation,308,2,opponent,True,5555,55.45
DFL-OBJ-J01FO9,Nicolas Seiwald,compactness,22,2,opponent,True,5555,3.96
DFL-OBJ-J01FO9,Nicolas Seiwald,lpc,354,2,opponent,True,5555,63.73
DFL-OBJ-J01FO9,Nicolas Seiwald,pos,82,2,opponent,True,5555,14.76
DFL-OBJ-J01FO9,Nicolas Seiwald,pressure,161,2,opponent,True,5555,28.98
DFL-OBJ-J01FO9,Nicolas Seiwald,synchronization,435,2,opponent,True,5555,78.31
DFL-OBJ-J01FUR,Alexis Julian Claude-Maurice,anticipation,772,2,opponent,True,5090,151.67
DFL-OBJ-J01FUR,Alexis Julian Claude-Maurice,compactness,795,2,opponent,True,5090,156.19
DFL-OBJ-J01FUR,Alexis Julian Claude-Maurice,lpc,578,2,opponent,True,5090,113.56
DFL-OBJ-J01FUR,Alexis Julian Claude-Maurice,pos,260,2,opponent,True,5090,51.08
DFL-OBJ-J01FUR,Alexis Julian Claude-Maurice,pressure,239,2,opponent,True,5090,46.95
DFL-OBJ-J01FUR,Alexis Julian Claude-Maurice,synchronization,534,2,opponent,True,5090,104.91
DFL-OBJ-J01FYE,Jakub Piotr Kamiński,anticipation,704,2,opponent,True,6198,113.59
DFL-OBJ-J01FYE,Jakub Piotr Kamiński,compactness,1093,2,opponent,True,6198,176.35
DFL-OBJ-J01FYE,Jakub Piotr Kamiński,lpc,720,2,opponent,True,6198,116.17
DFL-OBJ-J01FYE,Jakub Piotr Kamiński,pos,295,2,opponent,True,6198,47.6
DFL-OBJ-J01FYE,Jakub Piotr Kamiński,pressure,233,2,opponent,True,6198,37.59
DFL-OBJ-J01FYE,Jakub Piotr Kamiński,synchronization,728,2,opponent,True,6198,117.46
DFL-OBJ-J01FYN,Aurélio Gabriel Ulineia Buta,anticipation,99,1,opponent,False,456,217.11
DFL-OBJ-J01FYN,Aurélio Gabriel Ulineia Buta,compactness,82,1,opponent,False,456,179.82
DFL-OBJ-J01FYN,Aurélio Gabriel Ulineia Buta,lpc,55,1,opponent,False,456,120.61
DFL-OBJ-J01FYN,Aurélio Gabriel Ulineia Buta,pos,3,1,opponent,False,456,6.58
DFL-OBJ-J01FYN,Aurélio Gabriel Ulineia Buta,pressure,15,1,opponent,False,456,32.89
DFL-OBJ-J01FYN,Aurélio Gabriel Ulineia Buta,synchronization,48,1,opponent,False,456,105.26
DFL-OBJ-J01G0J,Adam Hložek,anticipation,61,1,opponent,False,500,122.0
DFL-OBJ-J01G0J,Adam Hložek,compactness,66,1,opponent,False,500,132.0
DFL-OBJ-J01G0J,Adam Hložek,lpc,86,1,opponent,False,500,172.0
DFL-OBJ-J01G0J,Adam Hložek,pos,24,1,opponent,False,500,48.0
DFL-OBJ-J01G0J,Adam Hložek,pressure,18,1,opponent,False,500,36.0
DFL-OBJ-J01G0J,Adam Hložek,synchronization,61,1,opponent,False,500,122.0
DFL-OBJ-J01G3P,Konstantinos Koulierakis,anticipation,335,2,opponent,True,6573,50.97
DFL-OBJ-J01G3P,Konstantinos Koulierakis,compactness,135,2,opponent,True,6573,20.54
DFL-OBJ-J01G3P,Konstantinos Koulierakis,lpc,279,2,opponent,True,6573,42.45
DFL-OBJ-J01G3P,Konstantinos Koulierakis,pos,18,2,opponent,True,6573,2.74
DFL-OBJ-J01G3P,Konstantinos Koulierakis,pressure,54,2,opponent,True,6573,8.22
DFL-OBJ-J01G3P,Konstantinos Koulierakis,synchronization,445,2,opponent,True,6573,67.7
DFL-OBJ-J01G5D,Lorenz Assignon,anticipation,150,1,opponent,False,2533,59.22
DFL-OBJ-J01G5D,Lorenz Assignon,compactness,221,1,opponent,False,2533,87.25
DFL-OBJ-J01G5D,Lorenz Assignon,lpc,169,1,opponent,False,2533,66.72
DFL-OBJ-J01G5D,Lorenz Assignon,pos,25,1,opponent,False,2533,9.87
DFL-OBJ-J01G5D,Lorenz Assignon,pressure,40,1,opponent,False,2533,15.79
DFL-OBJ-J01G5D,Lorenz Assignon,synchronization,338,1,opponent,False,2533,133.44
DFL-OBJ-J01G82,Fabian Rieder,anticipation,850,2,opponent,True,5869,144.83
DFL-OBJ-J01G82,Fabian Rieder,compactness,539,2,opponent,True,5869,91.84
DFL-OBJ-J01G82,Fabian Rieder,lpc,712,2,opponent,True,5869,121.32
DFL-OBJ-J01G82,Fabian Rieder,pos,244,2,opponent,True,5869,41.57
DFL-OBJ-J01G82,Fabian Rieder,pressure,294,2,opponent,True,5869,50.09
DFL-OBJ-J01G82,Fabian Rieder,synchronization,676,2,opponent,True,5869,115.18
DFL-OBJ-J01GHT,Luca Kerber,anticipation,200,1,opponent,False,1583,126.34
DFL-OBJ-J01GHT,Luca Kerber,compactness,17,1,opponent,False,1583,10.74
DFL-OBJ-J01GHT,Luca Kerber,lpc,209,1,opponent,False,1583,132.03
DFL-OBJ-J01GHT,Luca Kerber,pos,63,1,opponent,False,1583,39.8
DFL-OBJ-J01GHT,Luca Kerber,pressure,75,1,opponent,False,1583,47.38
DFL-OBJ-J01GHT,Luca Kerber,synchronization,233,1,opponent,False,1583,147.19
DFL-OBJ-J01GQO,Danilho Raimundo Doekhi,anticipation,280,2,opponent,True,7237,38.69
DFL-OBJ-J01GQO,Danilho Raimundo Doekhi,compactness,133,2,opponent,True,7237,18.38
DFL-OBJ-J01GQO,Danilho Raimundo Doekhi,lpc,276,2,opponent,True,7237,38.14
DFL-OBJ-J01GQO,Danilho Raimundo Doekhi,pos,31,2,opponent,True,7237,4.28
DFL-OBJ-J01GQO,Danilho Raimundo Doekhi,pressure,113,2,opponent,True,7237,15.61
DFL-OBJ-J01GQO,Danilho Raimundo Doekhi,synchronization,486,2,opponent,True,7237,67.15
DFL-OBJ-J01GSF,Ísak Bergmann Jóhannesson,anticipation,555,2,opponent,True,5286,104.99
DFL-OBJ-J01GSF,Ísak Bergmann Jóhannesson,compactness,293,2,opponent,True,5286,55.43
DFL-OBJ-J01GSF,Ísak Bergmann Jóhannesson,lpc,544,2,opponent,True,5286,102.91
DFL-OBJ-J01GSF,Ísak Bergmann Jóhannesson,pos,119,2,opponent,True,5286,22.51
DFL-OBJ-J01GSF,Ísak Bergmann Jóhannesson,pressure,185,2,opponent,True,5286,35.0
DFL-OBJ-J01GSF,Ísak Bergmann Jóhannesson,synchronization,598,2,opponent,True,5286,113.13
DFL-OBJ-J01GTD,Jesper Gränge Lindström,anticipation,361,1,opponent,False,2089,172.81
DFL-OBJ-J01GTD,Jesper Gränge Lindström,compactness,539,1,opponent,False,2089,258.02
DFL-OBJ-J01GTD,Jesper Gränge Lindström,lpc,306,1,opponent,False,2089,146.48
DFL-OBJ-J01GTD,Jesper Gränge Lindström,pos,124,1,opponent,False,2089,59.36
DFL-OBJ-J01GTD,Jesper Gränge Lindström,pressure,64,1,opponent,False,2089,30.64
DFL-OBJ-J01GTD,Jesper Gränge Lindström,synchronization,219,1,opponent,False,2089,104.83
DFL-OBJ-J01GUA,András Schäfer,anticipation,204,2,opponent,True,2020,100.99
DFL-OBJ-J01GUA,András Schäfer,compactness,99,2,opponent,True,2020,49.01
DFL-OBJ-J01GUA,András Schäfer,lpc,228,2,opponent,True,2020,112.87
DFL-OBJ-J01GUA,András Schäfer,pos,45,2,opponent,True,2020,22.28
DFL-OBJ-J01GUA,András Schäfer,pressure,63,2,opponent,True,2020,31.19
DFL-OBJ-J01GUA,András Schäfer,synchronization,284,2,opponent,True,2020,140.59
DFL-OBJ-J01HCH,Connor Isaac Metcalfe,anticipation,82,1,opponent,False,415,197.59
DFL-OBJ-J01HCH,Connor Isaac Metcalfe,compactness,21,1,opponent,False,415,50.6
DFL-OBJ-J01HCH,Connor Isaac Metcalfe,lpc,65,1,opponent,False,415,156.63
DFL-OBJ-J01HCH,Connor Isaac Metcalfe,pos,30,1,opponent,False,415,72.29
DFL-OBJ-J01HCH,Connor Isaac Metcalfe,pressure,19,1,opponent,False,415,45.78
DFL-OBJ-J01HCH,Connor Isaac Metcalfe,synchronization,33,1,opponent,False,415,79.52
DFL-OBJ-J01IB2,Jordy Makengo Basambundu,anticipation,57,1,opponent,False,1246,45.75
DFL-OBJ-J01IB2,Jordy Makengo Basambundu,compactness,228,1,opponent,False,1246,182.99
DFL-OBJ-J01IB2,Jordy Makengo Basambundu,lpc,64,1,opponent,False,1246,51.36
DFL-OBJ-J01IB2,Jordy Makengo Basambundu,pos,12,1,opponent,False,1246,9.63
DFL-OBJ-J01IB2,Jordy Makengo Basambundu,pressure,12,1,opponent,False,1246,9.63
DFL-OBJ-J01IB2,Jordy Makengo Basambundu,synchronization,100,1,opponent,False,1246,80.26
DFL-OBJ-J01IB3,Yannik Engelhardt,anticipation,228,1,opponent,False,3036,75.1
DFL-OBJ-J01IB3,Yannik Engelhardt,compactness,10,1,opponent,False,3036,3.29
DFL-OBJ-J01IB3,Yannik Engelhardt,lpc,305,1,opponent,False,3036,100.46
DFL-OBJ-J01IB3,Yannik Engelhardt,pos,70,1,opponent,False,3036,23.06
DFL-OBJ-J01IB3,Yannik Engelhardt,pressure,139,1,opponent,False,3036,45.78
DFL-OBJ-J01IB3,Yannik Engelhardt,synchronization,280,1,opponent,False,3036,92.23
DFL-OBJ-J01ISO,Elias Saad,anticipation,208,1,opponent,False,1058,196.6
DFL-OBJ-J01ISO,Elias Saad,compactness,187,1,opponent,False,1058,176.75
DFL-OBJ-J01ISO,Elias Saad,lpc,154,1,opponent,False,1058,145.56
DFL-OBJ-J01ISO,Elias Saad,pos,78,1,opponent,False,1058,73.72
DFL-OBJ-J01ISO,Elias Saad,pressure,65,1,opponent,False,1058,61.44
DFL-OBJ-J01ISO,Elias Saad,synchronization,135,1,opponent,False,1058,127.6
DFL-OBJ-J01JJJ,Fabio Cristian Chiarodia,anticipation,81,1,opponent,False,2239,36.18
DFL-OBJ-J01JJJ,Fabio Cristian Chiarodia,compactness,65,1,opponent,False,2239,29.03
DFL-OBJ-J01JJJ,Fabio Cristian Chiarodia,lpc,77,1,opponent,False,2239,34.39
DFL-OBJ-J01JJJ,Fabio Cristian Chiarodia,pos,4,1,opponent,False,2239,1.79
DFL-OBJ-J01JJJ,Fabio Cristian Chiarodia,pressure,16,1,opponent,False,2239,7.15
DFL-OBJ-J01JJJ,Fabio Cristian Chiarodia,synchronization,243,1,opponent,False,2239,108.53
DFL-OBJ-J01K2F,Tom Bischof,anticipation,41,1,opponent,False,724,56.63
DFL-OBJ-J01K2F,Tom Bischof,compactness,6,1,opponent,False,724,8.29
DFL-OBJ-J01K2F,Tom Bischof,lpc,33,1,opponent,False,724,45.58
DFL-OBJ-J01K2F,Tom Bischof,pos,10,1,opponent,False,724,13.81
DFL-OBJ-J01K2F,Tom Bischof,pressure,13,1,opponent,False,724,17.96
DFL-OBJ-J01K2F,Tom Bischof,synchronization,87,1,opponent,False,724,120.17
DFL-OBJ-J01K2X,Anton Kade,anticipation,706,2,opponent,True,5842,120.85
DFL-OBJ-J01K2X,Anton Kade,compactness,998,2,opponent,True,5842,170.83
DFL-OBJ-J01K2X,Anton Kade,lpc,643,2,opponent,True,5842,110.07
DFL-OBJ-J01K2X,Anton Kade,pos,217,2,opponent,True,5842,37.14
DFL-OBJ-J01K2X,Anton Kade,pressure,191,2,opponent,True,5842,32.69
DFL-OBJ-J01K2X,Anton Kade,synchronization,514,2,opponent,True,5842,87.98
DFL-OBJ-J01K33,Patrick Wimmer,anticipation,308,1,opponent,False,1326,232.28
DFL-OBJ-J01K33,Patrick Wimmer,compactness,514,1,opponent,False,1326,387.63
DFL-OBJ-J01K33,Patrick Wimmer,lpc,228,1,opponent,False,1326,171.95
DFL-OBJ-J01K33,Patrick Wimmer,pos,107,1,opponent,False,1326,80.69
DFL-OBJ-J01K33,Patrick Wimmer,pressure,72,1,opponent,False,1326,54.3
DFL-OBJ-J01K33,Patrick Wimmer,synchronization,196,1,opponent,False,1326,147.81
DFL-OBJ-J01K9O,Bence Dardai,anticipation,79,1,opponent,False,1317,59.98
DFL-OBJ-J01K9O,Bence Dardai,compactness,2,1,opponent,False,1317,1.52
DFL-OBJ-J01K9O,Bence Dardai,lpc,123,1,opponent,False,1317,93.39
DFL-OBJ-J01K9O,Bence Dardai,pos,23,1,opponent,False,1317,17.46
DFL-OBJ-J01K9O,Bence Dardai,pressure,52,1,opponent,False,1317,39.48
DFL-OBJ-J01K9O,Bence Dardai,synchronization,108,1,opponent,False,1317,82.0
DFL-OBJ-J01KA5,Max Moerstedt,anticipation,91,1,opponent,False,289,314.88
DFL-OBJ-J01KA5,Max Moerstedt,compactness,38,1,opponent,False,289,131.49
DFL-OBJ-J01KA5,Max Moerstedt,lpc,55,1,opponent,False,289,190.31
DFL-OBJ-J01KA5,Max Moerstedt,pos,3,1,opponent,False,289,10.38
DFL-OBJ-J01KA5,Max Moerstedt,pressure,6,1,opponent,False,289,20.76
DFL-OBJ-J01KA5,Max Moerstedt,synchronization,52,1,opponent,False,289,179.93
DFL-OBJ-J01KAH,Aleksandar Pavlović,anticipation,443,2,opponent,True,5308,83.46
DFL-OBJ-J01KAH,Aleksandar Pavlović,compactness,135,2,opponent,True,5308,25.43
DFL-OBJ-J01KAH,Aleksandar Pavlović,lpc,519,2,opponent,True,5308,97.78
DFL-OBJ-J01KAH,Aleksandar Pavlović,pos,61,2,opponent,True,5308,11.49
DFL-OBJ-J01KAH,Aleksandar Pavlović,pressure,147,2,opponent,True,5308,27.69
DFL-OBJ-J01KAH,Aleksandar Pavlović,synchronization,550,2,opponent,True,5308,103.62
DFL-OBJ-J01KAI,Tom Alexander Rothe,anticipation,77,1,opponent,False,928,82.97
DFL-OBJ-J01KAI,Tom Alexander Rothe,compactness,165,1,opponent,False,928,177.8
DFL-OBJ-J01KAI,Tom Alexander Rothe,lpc,69,1,opponent,False,928,74.35
DFL-OBJ-J01KAI,Tom Alexander Rothe,pos,20,1,opponent,False,928,21.55
DFL-OBJ-J01KAI,Tom Alexander Rothe,pressure,31,1,opponent,False,928,33.41
DFL-OBJ-J01KAI,Tom Alexander Rothe,synchronization,94,1,opponent,False,928,101.29
DFL-OBJ-J01KAJ,Keke Maximilian Topp,anticipation,580,1,opponent,False,2432,238.49
DFL-OBJ-J01KAJ,Keke Maximilian Topp,compactness,465,1,opponent,False,2432,191.2
DFL-OBJ-J01KAJ,Keke Maximilian Topp,lpc,380,1,opponent,False,2432,156.25
DFL-OBJ-J01KAJ,Keke Maximilian Topp,pos,153,1,opponent,False,2432,62.91
DFL-OBJ-J01KAJ,Keke Maximilian Topp,pressure,111,1,opponent,False,2432,45.64
DFL-OBJ-J01KAJ,Keke Maximilian Topp,synchronization,252,1,opponent,False,2432,103.62
DFL-OBJ-J01KAL,Lukas Ullrich,anticipation,262,1,opponent,False,2238,117.07
DFL-OBJ-J01KAL,Lukas Ullrich,compactness,410,1,opponent,False,2238,183.2
DFL-OBJ-J01KAL,Lukas Ullrich,lpc,163,1,opponent,False,2238,72.83
DFL-OBJ-J01KAL,Lukas Ullrich,pos,29,1,opponent,False,2238,12.96
DFL-OBJ-J01KAL,Lukas Ullrich,pressure,48,1,opponent,False,2238,21.45
DFL-OBJ-J01KAL,Lukas Ullrich,synchronization,167,1,opponent,False,2238,74.62
DFL-OBJ-J01KAN,Forzan Assan Ouédraogo,anticipation,158,1,opponent,False,1726,91.54
DFL-OBJ-J01KAN,Forzan Assan Ouédraogo,compactness,30,1,opponent,False,1726,17.38
DFL-OBJ-J01KAN,Forzan Assan Ouédraogo,lpc,155,1,opponent,False,1726,89.8
DFL-OBJ-J01KAN,Forzan Assan Ouédraogo,pos,46,1,opponent,False,1726,26.65
DFL-OBJ-J01KAN,Forzan Assan Ouédraogo,pressure,61,1,opponent,False,1726,35.34
DFL-OBJ-J01KAN,Forzan Assan Ouédraogo,synchronization,181,1,opponent,False,1726,104.87
DFL-OBJ-J01KAS,Aaron Zehnter,anticipation,299,1,opponent,False,3420,87.43
DFL-OBJ-J01KAS,Aaron Zehnter,compactness,421,1,opponent,False,3420,123.1
DFL-OBJ-J01KAS,Aaron Zehnter,lpc,256,1,opponent,False,3420,74.85
DFL-OBJ-J01KAS,Aaron Zehnter,pos,50,1,opponent,False,3420,14.62
DFL-OBJ-J01KAS,Aaron Zehnter,pressure,102,1,opponent,False,3420,29.82
DFL-OBJ-J01KAS,Aaron Zehnter,synchronization,343,1,opponent,False,3420,100.29
DFL-OBJ-J01KEB,Dženan Pejčinović,anticipation,521,1,opponent,False,2336,223.03
DFL-OBJ-J01KEB,Dženan Pejčinović,compactness,380,1,opponent,False,2336,162.67
DFL-OBJ-J01KEB,Dženan Pejčinović,lpc,421,1,opponent,False,2336,180.22
DFL-OBJ-J01KEB,Dženan Pejčinović,pos,122,1,opponent,False,2336,52.23
DFL-OBJ-J01KEB,Dženan Pejčinović,pressure,119,1,opponent,False,2336,50.94
DFL-OBJ-J01KEB,Dženan Pejčinović,synchronization,368,1,opponent,False,2336,157.53
DFL-OBJ-J01KEM,Nelson Felix Patrick Weiper,anticipation,254,1,opponent,False,1106,229.66
DFL-OBJ-J01KEM,Nelson Felix Patrick Weiper,compactness,212,1,opponent,False,1106,191.68
DFL-OBJ-J01KEM,Nelson Felix Patrick Weiper,lpc,183,1,opponent,False,1106,165.46
DFL-OBJ-J01KEM,Nelson Felix Patrick Weiper,pos,40,1,opponent,False,1106,36.17
DFL-OBJ-J01KEM,Nelson Felix Patrick Weiper,pressure,56,1,opponent,False,1106,50.63
DFL-OBJ-J01KEM,Nelson Felix Patrick Weiper,synchronization,152,1,opponent,False,1106,137.43
DFL-OBJ-J01KEV,Mert Kömür,anticipation,477,1,opponent,False,2133,223.63
DFL-OBJ-J01KEV,Mert Kömür,compactness,422,1,opponent,False,2133,197.84
DFL-OBJ-J01KEV,Mert Kömür,lpc,399,1,opponent,False,2133,187.06
DFL-OBJ-J01KEV,Mert Kömür,pos,180,1,opponent,False,2133,84.39
