object_id,player_name,dimension,times_flagged,matches,side,confident,frames_present_total,mistakes_per_1000_frames
DFL-OBJ-002GG4,Jens Castrop,compactness,38,2,opponent,True,1122,33.87
DFL-OBJ-002GG4,Jens Castrop,lpc,116,2,opponent,True,1122,103.39
DFL-OBJ-002GG4,Jens Castrop,pos,48,2,opponent,True,1122,42.78
DFL-OBJ-002GG4,Jens Castrop,pressure,52,2,opponent,True,1122,46.35
DFL-OBJ-002GG4,Jens Castrop,synchronization,117,2,opponent,True,1122,104.28
DFL-OBJ-002GG7,Pharrell Nnamdi Collins,anticipation,128,1,opponent,False,2839,45.09
DFL-OBJ-002GG7,Pharrell Nnamdi Collins,compactness,191,1,opponent,False,2839,67.28
DFL-OBJ-002GG7,Pharrell Nnamdi Collins,lpc,152,1,opponent,False,2839,53.54
DFL-OBJ-002GG7,Pharrell Nnamdi Collins,pos,6,1,opponent,False,2839,2.11
DFL-OBJ-002GG7,Pharrell Nnamdi Collins,pressure,41,1,opponent,False,2839,14.44
DFL-OBJ-002GG7,Pharrell Nnamdi Collins,synchronization,186,1,opponent,False,2839,65.52
DFL-OBJ-002GHL,Julian Niehues,anticipation,149,1,opponent,False,2233,66.73
DFL-OBJ-002GHL,Julian Niehues,compactness,6,1,opponent,False,2233,2.69
DFL-OBJ-002GHL,Julian Niehues,lpc,215,1,opponent,False,2233,96.28
DFL-OBJ-002GHL,Julian Niehues,pos,60,1,opponent,False,2233,26.87
DFL-OBJ-002GHL,Julian Niehues,pressure,107,1,opponent,False,2233,47.92
DFL-OBJ-002GHL,Julian Niehues,synchronization,189,1,opponent,False,2233,84.64
DFL-OBJ-002GIC,Josip Stanišić,anticipation,290,2,opponent,True,5308,54.63
DFL-OBJ-002GIC,Josip Stanišić,compactness,691,2,opponent,True,5308,130.18
DFL-OBJ-002GIC,Josip Stanišić,lpc,286,2,opponent,True,5308,53.88
DFL-OBJ-002GIC,Josip Stanišić,pos,28,2,opponent,True,5308,5.28
DFL-OBJ-002GIC,Josip Stanišić,pressure,75,2,opponent,True,5308,14.13
DFL-OBJ-002GIC,Josip Stanišić,synchronization,543,2,opponent,True,5308,102.3
DFL-OBJ-002GJN,Ritsu Dōan,anticipation,557,1,opponent,False,2839,196.2
DFL-OBJ-002GJN,Ritsu Dōan,compactness,401,1,opponent,False,2839,141.25
DFL-OBJ-002GJN,Ritsu Dōan,lpc,406,1,opponent,False,2839,143.01
DFL-OBJ-002GJN,Ritsu Dōan,pos,177,1,opponent,False,2839,62.35
DFL-OBJ-002GJN,Ritsu Dōan,pressure,128,1,opponent,False,2839,45.09
DFL-OBJ-002GJN,Ritsu Dōan,synchronization,341,1,opponent,False,2839,120.11
DFL-OBJ-002GKG,Ansgar Knauff,anticipation,648,2,opponent,True,4601,140.84
DFL-OBJ-002GKG,Ansgar Knauff,compactness,884,2,opponent,True,4601,192.13
DFL-OBJ-002GKG,Ansgar Knauff,lpc,612,2,opponent,True,4601,133.01
DFL-OBJ-002GKG,Ansgar Knauff,pos,193,2,opponent,True,4601,41.95
DFL-OBJ-002GKG,Ansgar Knauff,pressure,144,2,opponent,True,4601,31.3
DFL-OBJ-002GKG,Ansgar Knauff,synchronization,465,2,opponent,True,4601,101.06
DFL-OBJ-002GKO,Eric Martel,anticipation,324,2,opponent,True,6340,51.1
DFL-OBJ-002GKO,Eric Martel,compactness,109,2,opponent,True,6340,17.19
DFL-OBJ-002GKO,Eric Martel,lpc,399,2,opponent,True,6340,62.93
DFL-OBJ-002GKO,Eric Martel,pos,38,2,opponent,True,6340,5.99
DFL-OBJ-002GKO,Eric Martel,pressure,136,2,opponent,True,6340,21.45
DFL-OBJ-002GKO,Eric Martel,synchronization,609,2,opponent,True,6340,96.06
DFL-OBJ-002GMV,Igor Matanović,anticipation,783,2,opponent,True,4101,190.93
DFL-OBJ-002GMV,Igor Matanović,compactness,577,2,opponent,True,4101,140.7
DFL-OBJ-002GMV,Igor Matanović,lpc,542,2,opponent,True,4101,132.16
DFL-OBJ-002GMV,Igor Matanović,pos,160,2,opponent,True,4101,39.01
DFL-OBJ-002GMV,Igor Matanović,pressure,128,2,opponent,True,4101,31.21
DFL-OBJ-002GMV,Igor Matanović,synchronization,452,2,opponent,True,4101,110.22
DFL-OBJ-002GN3,Fisnik Asllani,anticipation,512,2,opponent,True,2830,180.92
DFL-OBJ-002GN3,Fisnik Asllani,compactness,139,2,opponent,True,2830,49.12
DFL-OBJ-002GN3,Fisnik Asllani,lpc,403,2,opponent,True,2830,142.4
DFL-OBJ-002GN3,Fisnik Asllani,pos,124,2,opponent,True,2830,43.82
DFL-OBJ-002GN3,Fisnik Asllani,pressure,114,2,opponent,True,2830,40.28
DFL-OBJ-002GN3,Fisnik Asllani,synchronization,273,2,opponent,True,2830,96.47
DFL-OBJ-002GN4,Adam Dźwigała,anticipation,127,2,opponent,True,4818,26.36
DFL-OBJ-002GN4,Adam Dźwigała,compactness,127,2,opponent,True,4818,26.36
DFL-OBJ-002GN4,Adam Dźwigała,lpc,139,2,opponent,True,4818,28.85
DFL-OBJ-002GN4,Adam Dźwigała,pos,5,2,opponent,True,4818,1.04
DFL-OBJ-002GN4,Adam Dźwigała,pressure,55,2,opponent,True,4818,11.42
DFL-OBJ-002GN4,Adam Dźwigała,synchronization,297,2,opponent,True,4818,61.64
DFL-OBJ-002GNL,Eric Anders Smith,anticipation,239,2,opponent,True,6194,38.59
DFL-OBJ-002GNL,Eric Anders Smith,compactness,158,2,opponent,True,6194,25.51
DFL-OBJ-002GNL,Eric Anders Smith,lpc,321,2,opponent,True,6194,51.82
DFL-OBJ-002GNL,Eric Anders Smith,pos,55,2,opponent,True,6194,8.88
DFL-OBJ-002GNL,Eric Anders Smith,pressure,120,2,opponent,True,6194,19.37
DFL-OBJ-002GNL,Eric Anders Smith,synchronization,369,2,opponent,True,6194,59.57
DFL-OBJ-002GNN,Joseph Michael Scally,anticipation,333,2,opponent,True,5921,56.24
DFL-OBJ-002GNN,Joseph Michael Scally,compactness,991,2,opponent,True,5921,167.37
DFL-OBJ-002GNN,Joseph Michael Scally,lpc,337,2,opponent,True,5921,56.92
DFL-OBJ-002GNN,Joseph Michael Scally,pos,55,2,opponent,True,5921,9.29
DFL-OBJ-002GNN,Joseph Michael Scally,pressure,148,2,opponent,True,5921,25.0
DFL-OBJ-002GNN,Joseph Michael Scally,synchronization,665,2,opponent,True,5921,112.31
DFL-OBJ-002GPZ,Justin Gideon Njinmah,anticipation,588,2,opponent,True,3843,153.01
DFL-OBJ-002GPZ,Justin Gideon Njinmah,compactness,919,2,opponent,True,3843,239.14
DFL-OBJ-002GPZ,Justin Gideon Njinmah,lpc,465,2,opponent,True,3843,121.0
DFL-OBJ-002GPZ,Justin Gideon Njinmah,pos,120,2,opponent,True,3843,31.23
DFL-OBJ-002GPZ,Justin Gideon Njinmah,pressure,96,2,opponent,True,3843,24.98
DFL-OBJ-002GPZ,Justin Gideon Njinmah,synchronization,481,2,opponent,True,3843,125.16
DFL-OBJ-J00W7B,Christian Dannemann Eriksen,anticipation,822,2,opponent,True,5625,146.13
DFL-OBJ-J00W7B,Christian Dannemann Eriksen,compactness,223,2,opponent,True,5625,39.64
DFL-OBJ-J00W7B,Christian Dannemann Eriksen,lpc,771,2,opponent,True,5625,137.07
DFL-OBJ-J00W7B,Christian Dannemann Eriksen,pos,255,2,opponent,True,5625,45.33
DFL-OBJ-J00W7B,Christian Dannemann Eriksen,pressure,246,2,opponent,True,5625,43.73
DFL-OBJ-J00W7B,Christian Dannemann Eriksen,synchronization,633,2,opponent,True,5625,112.53
DFL-OBJ-J00ZZ3,Harry Edward Kane,anticipation,774,2,opponent,True,4609,167.93
DFL-OBJ-J00ZZ3,Harry Edward Kane,compactness,381,2,opponent,True,4609,82.66
DFL-OBJ-J00ZZ3,Harry Edward Kane,lpc,484,2,opponent,True,4609,105.01
DFL-OBJ-J00ZZ3,Harry Edward Kane,pos,176,2,opponent,True,4609,38.19
DFL-OBJ-J00ZZ3,Harry Edward Kane,pressure,173,2,opponent,True,4609,37.54
DFL-OBJ-J00ZZ3,Harry Edward Kane,synchronization,395,2,opponent,True,4609,85.7
DFL-OBJ-J0117M,Haris Tabaković,anticipation,1318,2,opponent,True,5279,249.67
DFL-OBJ-J0117M,Haris Tabaković,compactness,1129,2,opponent,True,5279,213.87
DFL-OBJ-J0117M,Haris Tabaković,lpc,942,2,opponent,True,5279,178.44
DFL-OBJ-J0117M,Haris Tabaković,pos,549,2,opponent,True,5279,104.0
DFL-OBJ-J0117M,Haris Tabaković,pressure,273,2,opponent,True,5279,51.71
DFL-OBJ-J0117M,Haris Tabaković,synchronization,663,2,opponent,True,5279,125.59
DFL-OBJ-J0133P,Vladimir Coufal,anticipation,350,2,opponent,True,5433,64.42
DFL-OBJ-J0133P,Vladimir Coufal,compactness,1201,2,opponent,True,5433,221.06
DFL-OBJ-J0133P,Vladimir Coufal,lpc,450,2,opponent,True,5433,82.83
DFL-OBJ-J0133P,Vladimir Coufal,pos,68,2,opponent,True,5433,12.52
DFL-OBJ-J0133P,Vladimir Coufal,pressure,108,2,opponent,True,5433,19.88
DFL-OBJ-J0133P,Vladimir Coufal,synchronization,727,2,opponent,True,5433,133.81
DFL-OBJ-J014L2,Jackson Alexander Irvine,anticipation,84,1,opponent,False,961,87.41
DFL-OBJ-J014L2,Jackson Alexander Irvine,lpc,98,1,opponent,False,961,101.98
DFL-OBJ-J014L2,Jackson Alexander Irvine,pos,20,1,opponent,False,961,20.81
DFL-OBJ-J014L2,Jackson Alexander Irvine,pressure,52,1,opponent,False,961,54.11
DFL-OBJ-J014L2,Jackson Alexander Irvine,synchronization,82,1,opponent,False,961,85.33
DFL-OBJ-J0157X,Manolis Saliakas,anticipation,141,1,opponent,False,1227,114.91
DFL-OBJ-J0157X,Manolis Saliakas,compactness,282,1,opponent,False,1227,229.83
DFL-OBJ-J0157X,Manolis Saliakas,lpc,101,1,opponent,False,1227,82.31
DFL-OBJ-J0157X,Manolis Saliakas,pos,32,1,opponent,False,1227,26.08
DFL-OBJ-J0157X,Manolis Saliakas,pressure,36,1,opponent,False,1227,29.34
DFL-OBJ-J0157X,Manolis Saliakas,synchronization,139,1,opponent,False,1227,113.28
DFL-OBJ-J0159A,Joakim Barut Mæhle Pedersen,anticipation,50,1,opponent,False,351,142.45
DFL-OBJ-J0159A,Joakim Barut Mæhle Pedersen,compactness,12,1,opponent,False,351,34.19
DFL-OBJ-J0159A,Joakim Barut Mæhle Pedersen,lpc,34,1,opponent,False,351,96.87
DFL-OBJ-J0159A,Joakim Barut Mæhle Pedersen,pos,4,1,opponent,False,351,11.4
DFL-OBJ-J0159A,Joakim Barut Mæhle Pedersen,pressure,19,1,opponent,False,351,54.13
DFL-OBJ-J0159A,Joakim Barut Mæhle Pedersen,synchronization,47,1,opponent,False,351,133.9
DFL-OBJ-J015AU,Karol Mets,anticipation,67,1,opponent,False,3196,20.96
DFL-OBJ-J015AU,Karol Mets,compactness,64,1,opponent,False,3196,20.03
DFL-OBJ-J015AU,Karol Mets,lpc,82,1,opponent,False,3196,25.66
DFL-OBJ-J015AU,Karol Mets,pos,3,1,opponent,False,3196,0.94
DFL-OBJ-J015AU,Karol Mets,pressure,31,1,opponent,False,3196,9.7
DFL-OBJ-J015AU,Karol Mets,synchronization,248,1,opponent,False,3196,77.6
DFL-OBJ-J0164X,Lucas Vázquez Iglesias,anticipation,55,1,opponent,False,424,129.72
DFL-OBJ-J0164X,Lucas Vázquez Iglesias,compactness,37,1,opponent,False,424,87.26
DFL-OBJ-J0164X,Lucas Vázquez Iglesias,lpc,82,1,opponent,False,424,193.4
DFL-OBJ-J0164X,Lucas Vázquez Iglesias,pos,14,1,opponent,False,424,33.02
DFL-OBJ-J0164X,Lucas Vázquez Iglesias,pressure,14,1,opponent,False,424,33.02
DFL-OBJ-J0164X,Lucas Vázquez Iglesias,synchronization,81,1,opponent,False,424,191.04
DFL-OBJ-J0165W,Mattias Olof Svanberg,anticipation,130,1,opponent,False,948,137.13
DFL-OBJ-J0165W,Mattias Olof Svanberg,compactness,48,1,opponent,False,948,50.63
DFL-OBJ-J0165W,Mattias Olof Svanberg,lpc,139,1,opponent,False,948,146.62
DFL-OBJ-J0165W,Mattias Olof Svanberg,pos,61,1,opponent,False,948,64.35
DFL-OBJ-J0165W,Mattias Olof Svanberg,pressure,55,1,opponent,False,948,58.02
DFL-OBJ-J0165W,Mattias Olof Svanberg,synchronization,97,1,opponent,False,948,102.32
DFL-OBJ-J016J2,Alejandro Grimaldo Garcia,anticipation,480,2,opponent,True,5592,85.84
DFL-OBJ-J016J2,Alejandro Grimaldo Garcia,compactness,1114,2,opponent,True,5592,199.21
DFL-OBJ-J016J2,Alejandro Grimaldo Garcia,lpc,367,2,opponent,True,5592,65.63
DFL-OBJ-J016J2,Alejandro Grimaldo Garcia,pos,98,2,opponent,True,5592,17.53
DFL-OBJ-J016J2,Alejandro Grimaldo Garcia,pressure,129,2,opponent,True,5592,23.07
DFL-OBJ-J016J2,Alejandro Grimaldo Garcia,synchronization,713,2,opponent,True,5592,127.5
DFL-OBJ-J017LG,Cédric Adrian Zesiger,anticipation,191,2,opponent,True,3550,53.8
DFL-OBJ-J017LG,Cédric Adrian Zesiger,compactness,57,2,opponent,True,3550,16.06
DFL-OBJ-J017LG,Cédric Adrian Zesiger,lpc,148,2,opponent,True,3550,41.69
DFL-OBJ-J017LG,Cédric Adrian Zesiger,pos,8,2,opponent,True,3550,2.25
DFL-OBJ-J017LG,Cédric Adrian Zesiger,pressure,41,2,opponent,True,3550,11.55
DFL-OBJ-J017LG,Cédric Adrian Zesiger,synchronization,288,2,opponent,True,3550,81.13
DFL-OBJ-J017TJ,Dimitrios Christos Giannoulis,anticipation,374,2,opponent,True,6305,59.32
DFL-OBJ-J017TJ,Dimitrios Christos Giannoulis,compactness,873,2,opponent,True,6305,138.46
DFL-OBJ-J017TJ,Dimitrios Christos Giannoulis,lpc,397,2,opponent,True,6305,62.97
DFL-OBJ-J017TJ,Dimitrios Christos Giannoulis,pos,57,2,opponent,True,6305,9.04
DFL-OBJ-J017TJ,Dimitrios Christos Giannoulis,pressure,148,2,opponent,True,6305,23.47
DFL-OBJ-J017TJ,Dimitrios Christos Giannoulis,synchronization,523,2,opponent,True,6305,82.95
DFL-OBJ-J017VJ,Arnaud Dominique Nordin,anticipation,304,1,opponent,False,2393,127.04
DFL-OBJ-J017VJ,Arnaud Dominique Nordin,compactness,548,1,opponent,False,2393,229.0
DFL-OBJ-J017VJ,Arnaud Dominique Nordin,lpc,219,1,opponent,False,2393,91.52
DFL-OBJ-J017VJ,Arnaud Dominique Nordin,pos,68,1,opponent,False,2393,28.42
DFL-OBJ-J017VJ,Arnaud Dominique Nordin,pressure,75,1,opponent,False,2393,31.34
DFL-OBJ-J017VJ,Arnaud Dominique Nordin,synchronization,283,1,opponent,False,2393,118.26
DFL-OBJ-J01860,Aleix García Serrano,anticipation,435,2,opponent,True,5168,84.17
DFL-OBJ-J01860,Aleix García Serrano,compactness,179,2,opponent,True,5168,34.64
DFL-OBJ-J01860,Aleix García Serrano,lpc,432,2,opponent,True,5168,83.59
DFL-OBJ-J01860,Aleix García Serrano,pos,68,2,opponent,True,5168,13.16
DFL-OBJ-J01860,Aleix García Serrano,pressure,167,2,opponent,True,5168,32.31
DFL-OBJ-J01860,Aleix García Serrano,synchronization,517,2,opponent,True,5168,100.04
DFL-OBJ-J018BS,Rasmus Nissen Kristensen,anticipation,257,2,opponent,True,3172,81.02
DFL-OBJ-J018BS,Rasmus Nissen Kristensen,compactness,845,2,opponent,True,3172,266.39
DFL-OBJ-J018BS,Rasmus Nissen Kristensen,lpc,262,2,opponent,True,3172,82.6
DFL-OBJ-J018BS,Rasmus Nissen Kristensen,pos,76,2,opponent,True,3172,23.96
DFL-OBJ-J018BS,Rasmus Nissen Kristensen,pressure,75,2,opponent,True,3172,23.64
DFL-OBJ-J018BS,Rasmus Nissen Kristensen,synchronization,330,2,opponent,True,3172,104.04
DFL-OBJ-J019JX,Kevin Diks Bakarbessy,anticipation,125,2,opponent,True,3309,37.78
DFL-OBJ-J019JX,Kevin Diks Bakarbessy,compactness,116,2,opponent,True,3309,35.06
DFL-OBJ-J019JX,Kevin Diks Bakarbessy,lpc,122,2,opponent,True,3309,36.87
DFL-OBJ-J019JX,Kevin Diks Bakarbessy,pos,6,2,opponent,True,3309,1.81
DFL-OBJ-J019JX,Kevin Diks Bakarbessy,pressure,29,2,opponent,True,3309,8.76
DFL-OBJ-J019JX,Kevin Diks Bakarbessy,synchronization,298,2,opponent,True,3309,90.06
DFL-OBJ-J019T5,Diogo Filipe Monteiro Pinto Leite,anticipation,143,1,opponent,False,3827,37.37
DFL-OBJ-J019T5,Diogo Filipe Monteiro Pinto Leite,compactness,49,1,opponent,False,3827,12.8
DFL-OBJ-J019T5,Diogo Filipe Monteiro Pinto Leite,lpc,211,1,opponent,False,3827,55.13
DFL-OBJ-J019T5,Diogo Filipe Monteiro Pinto Leite,pos,17,1,opponent,False,3827,4.44
DFL-OBJ-J019T5,Diogo Filipe Monteiro Pinto Leite,pressure,63,1,opponent,False,3827,16.46
DFL-OBJ-J019T5,Diogo Filipe Monteiro Pinto Leite,synchronization,374,1,opponent,False,3827,97.73
DFL-OBJ-J019UO,Stanley Pierre Nsoki,anticipation,208,1,opponent,False,2974,69.94
DFL-OBJ-J019UO,Stanley Pierre Nsoki,compactness,211,1,opponent,False,2974,70.95
DFL-OBJ-J019UO,Stanley Pierre Nsoki,lpc,153,1,opponent,False,2974,51.45
DFL-OBJ-J019UO,Stanley Pierre Nsoki,pos,9,1,opponent,False,2974,3.03
DFL-OBJ-J019UO,Stanley Pierre Nsoki,pressure,51,1,opponent,False,2974,17.15
DFL-OBJ-J019UO,Stanley Pierre Nsoki,synchronization,217,1,opponent,False,2974,72.97
DFL-OBJ-J019VX,Joël Pascal Schmied,anticipation,95,1,opponent,False,1520,62.5
DFL-OBJ-J019VX,Joël Pascal Schmied,compactness,223,1,opponent,False,1520,146.71
DFL-OBJ-J019VX,Joël Pascal Schmied,lpc,91,1,opponent,False,1520,59.87
DFL-OBJ-J019VX,Joël Pascal Schmied,pos,12,1,opponent,False,1520,7.89
DFL-OBJ-J019VX,Joël Pascal Schmied,pressure,33,1,opponent,False,1520,21.71
DFL-OBJ-J019VX,Joël Pascal Schmied,synchronization,139,1,opponent,False,1520,91.45
DFL-OBJ-J019XM,Andreas Schjölberg Hanche-Olsen,anticipation,115,1,opponent,False,2393,48.06
DFL-OBJ-J019XM,Andreas Schjölberg Hanche-Olsen,compactness,33,1,opponent,False,2393,13.79
DFL-OBJ-J019XM,Andreas Schjölberg Hanche-Olsen,lpc,137,1,opponent,False,2393,57.25
DFL-OBJ-J019XM,Andreas Schjölberg Hanche-Olsen,pos,10,1,opponent,False,2393,4.18
DFL-OBJ-J019XM,Andreas Schjölberg Hanche-Olsen,pressure,41,1,opponent,False,2393,17.13
DFL-OBJ-J019XM,Andreas Schjölberg Hanche-Olsen,synchronization,246,1,opponent,False,2393,102.8
DFL-OBJ-J019ZE,Jonas Older Wind,anticipation,422,1,opponent,False,2476,170.44
DFL-OBJ-J019ZE,Jonas Older Wind,compactness,616,1,opponent,False,2476,248.79
DFL-OBJ-J019ZE,Jonas Older Wind,lpc,313,1,opponent,False,2476,126.41
DFL-OBJ-J019ZE,Jonas Older Wind,pos,168,1,opponent,False,2476,67.85
DFL-OBJ-J019ZE,Jonas Older Wind,pressure,105,1,opponent,False,2476,42.41
DFL-OBJ-J019ZE,Jonas Older Wind,synchronization,214,1,opponent,False,2476,86.43
DFL-OBJ-J01AE6,Minjae Kim,anticipation,77,1,opponent,False,1846,41.71
DFL-OBJ-J01AE6,Minjae Kim,compactness,65,1,opponent,False,1846,35.21
DFL-OBJ-J01AE6,Minjae Kim,lpc,70,1,opponent,False,1846,37.92
DFL-OBJ-J01AE6,Minjae Kim,pos,8,1,opponent,False,1846,4.33
DFL-OBJ-J01AE6,Minjae Kim,pressure,13,1,opponent,False,1846,7.04
DFL-OBJ-J01AE6,Minjae Kim,synchronization,116,1,opponent,False,1846,62.84
DFL-OBJ-J01AUU,Adrian Beck,anticipation,138,2,opponent,True,1816,75.99
DFL-OBJ-J01AUU,Adrian Beck,compactness,7,2,opponent,True,1816,3.85
DFL-OBJ-J01AUU,Adrian Beck,lpc,180,2,opponent,True,1816,99.12
DFL-OBJ-J01AUU,Adrian Beck,pos,32,2,opponent,True,1816,17.62
DFL-OBJ-J01AUU,Adrian Beck,pressure,64,2,opponent,True,1816,35.24
DFL-OBJ-J01AUU,Adrian Beck,synchronization,236,2,opponent,True,1816,129.96
DFL-OBJ-J01AZQ,Omar Haktab Traoré,anticipation,378,2,opponent,True,4573,82.66
DFL-OBJ-J01AZQ,Omar Haktab Traoré,compactness,992,2,opponent,True,4573,216.93
DFL-OBJ-J01AZQ,Omar Haktab Traoré,lpc,302,2,opponent,True,4573,66.04
DFL-OBJ-J01AZQ,Omar Haktab Traoré,pos,84,2,opponent,True,4573,18.37
DFL-OBJ-J01AZQ,Omar Haktab Traoré,pressure,126,2,opponent,True,4573,27.55
DFL-OBJ-J01AZQ,Omar Haktab Traoré,synchronization,437,2,opponent,True,4573,95.56
DFL-OBJ-J01B7D,Martin Albert Frederic Terrier,anticipation,299,1,opponent,False,2006,149.05
DFL-OBJ-J01B7D,Martin Albert Frederic Terrier,compactness,121,1,opponent,False,2006,60.32
DFL-OBJ-J01B7D,Martin Albert Frederic Terrier,lpc,282,1,opponent,False,2006,140.58
DFL-OBJ-J01B7D,Martin Albert Frederic Terrier,pos,93,1,opponent,False,2006,46.36
DFL-OBJ-J01B7D,Martin Albert Frederic Terrier,pressure,82,1,opponent,False,2006,40.88
DFL-OBJ-J01B7D,Martin Albert Frederic Terrier,synchronization,249,1,opponent,False,2006,124.13
DFL-OBJ-J01BE1,Lovro Majer,anticipation,96,1,opponent,False,1064,90.23
DFL-OBJ-J01BE1,Lovro Majer,compactness,7,1,opponent,False,1064,6.58
DFL-OBJ-J01BE1,Lovro Majer,lpc,140,1,opponent,False,1064,131.58
DFL-OBJ-J01BE1,Lovro Majer,pos,19,1,opponent,False,1064,17.86
DFL-OBJ-J01BE1,Lovro Majer,pressure,45,1,opponent,False,1064,42.29
DFL-OBJ-J01BE1,Lovro Majer,synchronization,130,1,opponent,False,1064,122.18
DFL-OBJ-J01BGD,Danel Sinani,anticipation,928,2,opponent,True,3962,234.23
DFL-OBJ-J01BGD,Danel Sinani,compactness,520,2,opponent,True,3962,131.25
DFL-OBJ-J01BGD,Danel Sinani,lpc,811,2,opponent,True,3962,204.69
DFL-OBJ-J01BGD,Danel Sinani,pos,485,2,opponent,True,3962,122.41
DFL-OBJ-J01BGD,Danel Sinani,pressure,216,2,opponent,True,3962,54.52
DFL-OBJ-J01BGD,Danel Sinani,synchronization,535,2,opponent,True,3962,135.03
DFL-OBJ-J01BKL,Han-Noah Massengo,anticipation,157,2,opponent,True,2877,54.57
DFL-OBJ-J01BKL,Han-Noah Massengo,compactness,40,2,opponent,True,2877,13.9
DFL-OBJ-J01BKL,Han-Noah Massengo,lpc,215,2,opponent,True,2877,74.73
DFL-OBJ-J01BKL,Han-Noah Massengo,pos,47,2,opponent,True,2877,16.34
DFL-OBJ-J01BKL,Han-Noah Massengo,pressure,86,2,opponent,True,2877,29.89
DFL-OBJ-J01BKL,Han-Noah Massengo,synchronization,307,2,opponent,True,2877,106.71
DFL-OBJ-J01BSN,Felix Kalu Nmecha,anticipation,329,2,opponent,True,3120,105.45
DFL-OBJ-J01BSN,Felix Kalu Nmecha,compactness,60,2,opponent,True,3120,19.23
DFL-OBJ-J01BSN,Felix Kalu Nmecha,lpc,271,2,opponent,True,3120,86.86
DFL-OBJ-J01BSN,Felix Kalu Nmecha,pos,77,2,opponent,True,3120,24.68
DFL-OBJ-J01BSN,Felix Kalu Nmecha,pressure,120,2,opponent,True,3120,38.46
DFL-OBJ-J01BSN,Felix Kalu Nmecha,synchronization,207,2,opponent,True,3120,66.35
DFL-OBJ-J01BVQ,Alex Král,anticipation,39,1,opponent,False,604,64.57
DFL-OBJ-J01BVQ,Alex Král,compactness,6,1,opponent,False,604,9.93
DFL-OBJ-J01BVQ,Alex Král,lpc,70,1,opponent,False,604,115.89
DFL-OBJ-J01BVQ,Alex Král,pos,20,1,opponent,False,604,33.11
DFL-OBJ-J01BVQ,Alex Král,pressure,30,1,opponent,False,604,49.67
DFL-OBJ-J01BVQ,Alex Král,synchronization,57,1,opponent,False,604,94.37
DFL-OBJ-J01C07,Jens Dalsgaard Stage,anticipation,369,2,opponent,True,5489,67.23
DFL-OBJ-J01C07,Jens Dalsgaard Stage,compactness,40,2,opponent,True,5489,7.29
DFL-OBJ-J01C07,Jens Dalsgaard Stage,lpc,530,2,opponent,True,5489,96.56
DFL-OBJ-J01C07,Jens Dalsgaard Stage,pos,104,2,opponent,True,5489,18.95
DFL-OBJ-J01C07,Jens Dalsgaard Stage,pressure,172,2,opponent,True,5489,31.34
DFL-OBJ-J01C07,Jens Dalsgaard Stage,synchronization,508,2,opponent,True,5489,92.55
DFL-OBJ-J01C0A,Andreas Skov Olsen,anticipation,85,1,opponent,False,944,90.04
DFL-OBJ-J01C0A,Andreas Skov Olsen,compactness,95,1,opponent,False,944,100.64
DFL-OBJ-J01C0A,Andreas Skov Olsen,lpc,93,1,opponent,False,944,98.52
DFL-OBJ-J01C0A,Andreas Skov Olsen,pos,47,1,opponent,False,944,49.79
DFL-OBJ-J01C0A,Andreas Skov Olsen,pressure,43,1,opponent,False,944,45.55
DFL-OBJ-J01C0A,Andreas Skov Olsen,synchronization,105,1,opponent,False,944,111.23
DFL-OBJ-J01CAD,Derrick Arthur Köhn,anticipation,544,2,opponent,True,6309,86.23
DFL-OBJ-J01CAD,Derrick Arthur Köhn,compactness,1417,2,opponent,True,6309,224.6
DFL-OBJ-J01CAD,Derrick Arthur Köhn,lpc,458,2,opponent,True,6309,72.59
DFL-OBJ-J01CAD,Derrick Arthur Köhn,pos,138,2,opponent,True,6309,21.87
DFL-OBJ-J01CAD,Derrick Arthur Köhn,pressure,183,2,opponent,True,6309,29.01
DFL-OBJ-J01CAD,Derrick Arthur Köhn,synchronization,607,2,opponent,True,6309,96.21
DFL-OBJ-J01CT9,Samuel Emmanuel Essende Mbongu,anticipation,191,1,opponent,False,1058,180.53
DFL-OBJ-J01CT9,Samuel Emmanuel Essende Mbongu,compactness,368,1,opponent,False,1058,347.83
DFL-OBJ-J01CT9,Samuel Emmanuel Essende Mbongu,lpc,187,1,opponent,False,1058,176.75
DFL-OBJ-J01CT9,Samuel Emmanuel Essende Mbongu,pos,55,1,opponent,False,1058,51.98
DFL-OBJ-J01CT9,Samuel Emmanuel Essende Mbongu,pressure,39,1,opponent,False,1058,36.86
DFL-OBJ-J01CT9,Samuel Emmanuel Essende Mbongu,synchronization,157,1,opponent,False,1058,148.39
DFL-OBJ-J01CX2,Younes Ebnoutalib,anticipation,89,1,opponent,False,612,145.42
DFL-OBJ-J01CX2,Younes Ebnoutalib,compactness,13,1,opponent,False,612,21.24
DFL-OBJ-J01CX2,Younes Ebnoutalib,lpc,49,1,opponent,False,612,80.07
DFL-OBJ-J01CX2,Younes Ebnoutalib,pos,5,1,opponent,False,612,8.17
DFL-OBJ-J01CX2,Younes Ebnoutalib,pressure,10,1,opponent,False,612,16.34
DFL-OBJ-J01CX2,Younes Ebnoutalib,synchronization,28,1,opponent,False,612,45.75
DFL-OBJ-J01D1W,Julian Jeffrey Gaston Chabot,anticipation,215,2,opponent,True,5150,41.75
