match_id,losing_team,recovery_seconds,post_loss_tpr,is_hsv
DFL-MAT-J041V5,0,54.04,0.38431675488858535,True
DFL-MAT-J041V5,0,27.44,0.43219816344896755,True
DFL-MAT-J041V5,1,42.64,0.374793871581766,False
DFL-MAT-J041V5,0,10.4,0.3743778158481325,True
DFL-MAT-J041V5,1,54.92,0.6488321380489174,False
DFL-MAT-J041V5,1,10.48,0.3731743333868678,False
DFL-MAT-J041V5,1,9.8,0.5642810074614583,False
DFL-MAT-J041V5,0,3.8,0.5054498620607869,True
DFL-MAT-J041V5,0,29.64,,True
DFL-MAT-J041VB,1,3.28,0.4311596893838886,True
DFL-MAT-J041VB,1,6.44,0.22848157950725223,True
DFL-MAT-J041VB,0,9.84,0.4609139374388068,False
DFL-MAT-J041VB,0,20.12,0.48339208313270216,False
DFL-MAT-J041VB,1,2.48,0.4082965607105938,True
DFL-MAT-J041VB,0,19.72,0.2483577785165771,False
DFL-MAT-J041VB,0,33.8,0.2585632846161911,False
DFL-MAT-J041VB,1,9.08,0.4024412787461295,True
DFL-MAT-J041VB,0,51.12,0.5224559054638641,False
DFL-MAT-J041VB,0,15.84,0.32916865584186855,False
DFL-MAT-J041VB,1,9.56,0.39810575907792795,True
DFL-MAT-J041VB,0,5.88,0.3446355260081338,False
DFL-MAT-J041VB,1,13.6,0.3689231422262919,True
DFL-MAT-J041VB,0,30.44,0.5469161382705675,False
DFL-MAT-J041VB,1,3.32,0.6986823026337864,True
DFL-MAT-J041VB,0,58.6,0.5866110304781353,False
DFL-MAT-J041VB,0,7.28,,False
DFL-MAT-J041VB,1,45.16,0.2137802918216592,True
DFL-MAT-J041VB,0,5.44,0.5541676233382746,False
DFL-MAT-J041VB,1,11.44,0.3207513947838743,True
DFL-MAT-J041VB,1,13.6,0.27423026785639,True
DFL-MAT-J041VB,1,57.96,0.37885477122617406,True
DFL-MAT-J041VB,1,42.48,0.4344834955691141,True
DFL-MAT-J041VB,0,46.08,0.3448761535938864,False
DFL-MAT-J041VB,1,9.28,0.5358198642458891,True
DFL-MAT-J041VB,0,29.8,0.3321057963379931,False
DFL-MAT-J041VB,1,5.64,0.33422844851675215,True
DFL-MAT-J041VB,0,25.48,0.3456836319937646,False
DFL-MAT-J041VB,1,7.96,0.4398763192165735,True
DFL-MAT-J041VB,0,50.76,0.3090796185570367,False
DFL-MAT-J041VB,1,23.2,0.3033423032315956,True
DFL-MAT-J041VB,1,4.64,0.46688980053468027,True
DFL-MAT-J041VB,0,6.52,0.43728099668177095,False
DFL-MAT-J041VB,1,7.56,0.48100697023957767,True
DFL-MAT-J041VB,0,1.44,0.30828922686733884,False
DFL-MAT-J041VB,1,36.84,0.3420850116453238,True
DFL-MAT-J041VB,1,21.72,0.4000045938544566,True
DFL-MAT-J041VB,0,31.92,0.49079526635064374,False
DFL-MAT-J041VB,1,9.52,0.380988298073352,True
DFL-MAT-J041VB,1,7.8,0.30794502632706233,True
DFL-MAT-J041VB,0,50.28,0.40314703585791634,False
DFL-MAT-J041VB,0,9.6,0.2914972065897543,False
DFL-MAT-J041VB,1,19.52,0.3243279293549019,True
DFL-MAT-J041VB,0,12.24,0.4275087004976055,False
DFL-MAT-J041VB,1,6.72,0.26192664830373674,True
DFL-MAT-J041VB,0,18.0,0.39902376223360586,False
DFL-MAT-J041VB,0,47.8,0.34313272275127954,False
DFL-MAT-J041VB,1,13.4,0.2207071250687275,True
DFL-MAT-J041VB,0,5.68,0.34015436195928056,False
DFL-MAT-J041VB,1,25.12,0.2367704669308455,True
DFL-MAT-J041VB,1,17.92,0.4010196244129892,True
DFL-MAT-J041VB,0,39.28,0.6039812465228093,False
DFL-MAT-J041VB,1,34.68,0.5563508564742252,True
DFL-MAT-J041VB,1,51.12,,True
DFL-MAT-J041VB,0,8.4,0.4186009708035884,False
DFL-MAT-J041VB,1,42.24,0.5408027742938102,True
DFL-MAT-J041VB,1,4.76,0.42099260225147317,True
DFL-MAT-J041VB,1,11.84,0.40201199602253546,True
DFL-MAT-J041VB,0,3.48,0.6209777086586857,False
DFL-MAT-J041VB,1,32.04,0.5456031967822538,True
DFL-MAT-J041VB,1,7.12,0.40778655546387,True
DFL-MAT-J041VB,0,59.96,0.3506635644165717,False
DFL-MAT-J041VN,1,23.6,0.2982346332370121,False
DFL-MAT-J041VN,0,17.24,0.4589325801914398,True
DFL-MAT-J041VN,1,4.8,0.3577740072117382,False
DFL-MAT-J041VN,1,44.32,0.599786481124821,False
DFL-MAT-J041VN,0,20.92,0.4153235814170095,True
DFL-MAT-J041VN,0,19.96,0.30515426421893144,True
DFL-MAT-J041VN,1,7.6,0.5544423590350793,False
DFL-MAT-J041VN,0,1.84,0.5055051902921873,True
DFL-MAT-J041VN,1,20.68,0.36333112201480516,False
DFL-MAT-J041VN,1,13.96,0.37508322048974946,False
DFL-MAT-J041VN,0,12.76,0.43659866503232064,True
DFL-MAT-J041VN,0,50.2,0.5340111729006594,True
DFL-MAT-J041VN,1,16.64,0.28967515661299365,False
DFL-MAT-J041VN,0,13.16,0.5285223420605564,True
DFL-MAT-J041VN,1,12.6,0.5367188893800015,False
DFL-MAT-J041VN,1,24.0,0.2939867641560698,False
DFL-MAT-J041VN,1,7.88,0.41784720621499993,False
DFL-MAT-J041VN,0,6.36,0.41325062083885694,True
DFL-MAT-J041VN,1,25.92,0.40917767409400213,False
DFL-MAT-J041VN,1,5.28,0.3638513899388817,False
DFL-MAT-J041VN,0,11.24,0.4470341347834083,True
DFL-MAT-J041VN,1,10.88,0.33588541609934097,False
DFL-MAT-J041VN,0,53.28,0.4539189252532591,True
DFL-MAT-J041VN,0,10.68,0.345254427293054,True
DFL-MAT-J041VN,1,2.2,0.49903977269271016,False
DFL-MAT-J041VN,0,7.64,0.3347233670271459,True
DFL-MAT-J041VN,1,9.88,0.32896781238712525,False
DFL-MAT-J041VN,0,11.08,0.206589928009139,True
DFL-MAT-J041VN,1,8.88,0.4583315044809027,False
DFL-MAT-J041VN,1,6.0,0.49579137437129434,False
DFL-MAT-J041VN,0,23.32,0.4273425639831947,True
DFL-MAT-J041VN,1,39.96,0.35437119215616164,False
DFL-MAT-J041VN,0,26.64,0.31925711875681506,True
DFL-MAT-J041VN,1,10.64,0.44211638724442387,False
DFL-MAT-J041VN,0,48.88,0.29816576234009806,True
DFL-MAT-J041VN,1,47.44,0.3041512535244619,False
DFL-MAT-J041VN,0,1.12,,True
DFL-MAT-J041VN,1,58.12,0.6059723980752046,False
DFL-MAT-J041VN,0,41.92,0.3892361485950809,True
DFL-MAT-J041VN,0,51.92,0.5186743280063727,True
DFL-MAT-J041VN,1,47.56,,False
DFL-MAT-J041VN,1,6.4,0.39096583090640596,False
DFL-MAT-J041VN,0,26.2,0.3879776470735212,True
DFL-MAT-J041VN,1,13.88,0.4842849932779525,False
DFL-MAT-J041VN,0,38.96,0.5604552921152961,True
DFL-MAT-J041VN,0,13.8,0.24791707847837996,True
DFL-MAT-J041VN,0,18.96,0.2658679809683587,True
DFL-MAT-J041VN,0,2.48,0.45760077147415384,True
DFL-MAT-J041VN,1,4.04,0.5659505229032482,False
DFL-MAT-J041VN,0,56.0,0.5626710538989887,True
DFL-MAT-J041VN,1,3.84,0.30828528121172155,False
DFL-MAT-J041VN,0,9.56,0.3847618535474495,True
DFL-MAT-J041VN,1,13.16,0.48042962515205834,False
DFL-MAT-J041VN,1,5.68,0.4191793454246789,False
DFL-MAT-J041VN,0,4.72,0.3499697729726304,True
DFL-MAT-J041VN,1,21.8,0.3121471031954186,False
DFL-MAT-J041VN,0,12.04,0.37333101974302974,True
DFL-MAT-J041VN,1,13.72,0.3076256652707904,False
DFL-MAT-J041VN,1,27.52,0.3612642884829908,False
DFL-MAT-J041VN,1,11.04,0.332878720325971,False
DFL-MAT-J041VN,0,3.6,0.46441327960512896,True
DFL-MAT-J041VN,0,35.32,0.4645946518551382,True
DFL-MAT-J041VN,0,34.24,0.2878005882265801,True
DFL-MAT-J041VN,0,4.52,0.44770534371284026,True
DFL-MAT-J041VN,1,59.0,0.43955240155721675,False
DFL-MAT-J041VN,0,36.16,0.4660604917649806,True
DFL-MAT-J041VN,1,39.4,0.3363862758795316,False
DFL-MAT-J041VN,0,3.76,0.4800126968879896,True
DFL-MAT-J041VN,1,54.24,0.5232907125343883,False
DFL-MAT-J041VN,0,3.2,0.4199080732194798,True
DFL-MAT-J041VN,0,29.08,0.4328749316570738,True
DFL-MAT-J041VN,1,11.6,0.32125050290800544,False
DFL-MAT-J041VN,1,25.24,0.32653777099657283,False
DFL-MAT-J041VN,1,8.64,0.409956314525337,False
DFL-MAT-J041VN,1,48.56,0.24935086762224737,False
DFL-MAT-J041VN,0,43.04,0.43992918849875623,True
DFL-MAT-J041VN,1,34.8,0.47379149665245074,False
DFL-MAT-J041VN,0,27.2,0.3966425505925531,True
DFL-MAT-J041VN,1,6.6,0.5738900292545855,False
DFL-MAT-J041VN,0,11.0,0.42803286941259905,True
DFL-MAT-J041VN,1,9.24,0.42747490916787,False
DFL-MAT-J041VN,0,26.28,0.5300335824395614,True
DFL-MAT-J041VN,1,6.04,0.3596586653430693,False
DFL-MAT-J041VN,0,1.56,0.2825393219461655,True
DFL-MAT-J041VN,1,10.88,0.40428267962258163,False
DFL-MAT-J041VN,0,2.44,0.44420069304576626,True
DFL-MAT-J041VN,1,46.84,0.4852073642723806,False
DFL-MAT-J041VN,1,2.44,0.49489522063461167,False
DFL-MAT-J041VN,0,25.0,0.2846747913596111,True
DFL-MAT-J041VN,1,33.16,0.5754968739129648,False
DFL-MAT-J041VN,0,11.56,0.42359452593157115,True
DFL-MAT-J041VN,1,25.8,0.5051641224350099,False
DFL-MAT-J041VN,1,15.8,0.3778214306521675,False
DFL-MAT-J041VN,0,1.28,0.5229140367578033,True
DFL-MAT-J041VN,1,10.32,0.4914692983984241,False
