match_id,team,is_hsv,frame,std_vy_instant,std_speed_instant,std_vy_windowed,std_speed_windowed
DFL-MAT-J041UB,0,False,146014,85.61533648568034,60.90814319049451,88.03778591817245,60.24591600839074
DFL-MAT-J041UB,0,False,16200,79.6635270124788,44.621423233544235,73.51812935577075,47.37298929913854
DFL-MAT-J041UB,0,False,52500,78.05648974318993,119.84088865311993,77.02131107493724,121.50289814315987
DFL-MAT-J041UB,0,False,69700,88.63603913774341,107.58463888829951,64.259231121674,102.68143816652284
DFL-MAT-J041UB,0,False,134614,43.809557507236065,30.395089058950653,23.55181599687768,23.873805284258264
DFL-MAT-J041UB,0,False,147264,81.42861553591058,58.99720480461836,90.76716599299002,63.256210824312745
DFL-MAT-J041UB,0,False,152539,103.58057912752156,112.58908050506024,95.83644807323724,104.01532800931801
DFL-MAT-J041UB,0,False,78625,141.42847078111515,144.1159533463697,106.07497774631105,125.7062496968524
DFL-MAT-J041UB,0,False,79725,120.50724359555288,152.85820774680843,104.44201598426521,121.52736282184307
DFL-MAT-J041UB,0,False,105589,84.99581153119865,70.73783977276192,87.3785094486179,69.75726796975978
DFL-MAT-J041UB,0,False,171189,109.43511536096017,147.34602753102047,92.6193923712186,134.95197091347
DFL-MAT-J041UB,0,False,154989,117.38331021282055,58.95064302882738,104.09051526526933,51.42601702828312
DFL-MAT-J041UB,0,False,36775,175.94182181062675,56.2747820563662,144.4891416379551,87.70534516650216
DFL-MAT-J041UB,0,False,72200,163.4391450599333,138.97644429650404,127.98100990167883,100.81407718165786
DFL-MAT-J041UB,0,False,170489,28.60297599513353,36.2877157922299,32.781622573066336,28.30403256851829
DFL-MAT-J041UB,0,False,143114,118.02372585005996,83.73946019805653,117.62502946149554,93.32146598716602
DFL-MAT-J041UB,0,False,18900,204.0160679332895,139.15920312314776,181.84177016703467,122.51525207138025
DFL-MAT-J041UB,0,False,16500,60.921144732817886,51.98224508312468,70.77921644695128,75.40512007913283
DFL-MAT-J041UB,0,False,112514,137.00197514191734,96.19286696738143,155.24425204370456,94.81670896421896
DFL-MAT-J041UB,0,False,106439,117.21979477777245,102.91516248587084,84.11313762935174,100.26350228278284
DFL-MAT-J041UB,0,False,130214,125.04202838130072,62.551398939715945,124.5416674054977,65.2635087626388
DFL-MAT-J041UB,0,False,144814,153.63464602047935,126.82454091970457,146.42951629081756,120.16018913440031
DFL-MAT-J041UB,0,False,147164,88.19241680759019,41.38521133004882,86.02156061374646,42.407090545688824
DFL-MAT-J041UB,0,False,153689,82.75898816110013,78.98995075048556,76.84400079288027,69.37376370580286
DFL-MAT-J041UB,0,False,133764,61.47336344554673,55.1539984253821,93.73266158225188,86.4820583155445
DFL-MAT-J041UB,0,False,32400,125.33694077575853,226.63251361599671,144.33428496707805,163.4963356085283
DFL-MAT-J041UB,0,False,19175,158.60384883189587,148.16420037194115,132.8283526907217,111.38027868510721
DFL-MAT-J041UB,0,False,109114,65.5242726934919,62.71627460735665,33.21056152931672,35.72625647467616
DFL-MAT-J041UB,0,False,145664,118.95062234310346,87.64795530614656,116.55480841366777,77.37546432285166
DFL-MAT-J041UB,0,False,145264,83.78901486001827,163.2692003344196,74.77491377890838,140.47703511027657
DFL-MAT-J041UB,0,False,128214,90.03821617558718,95.85903870987323,126.79012834662281,121.3554807297153
DFL-MAT-J041UB,0,False,159914,53.16589506829853,41.36290125496335,41.30274531250391,38.81093632909975
DFL-MAT-J041UB,0,False,107364,61.77760442166872,47.22694253331912,65.81959772748796,41.50077753851729
DFL-MAT-J041UB,0,False,35975,72.20374864139824,123.49891210587118,88.04109749033704,93.33737624860971
DFL-MAT-J041UB,0,False,147014,98.14032782838652,50.89295613588216,97.20203852925829,55.41595216562363
DFL-MAT-J041UB,0,False,160564,55.53583300452776,48.713385828522966,56.62056100126279,49.544455381049254
DFL-MAT-J041UB,0,False,100314,54.38831121106541,49.854028647055934,48.25998620391371,46.562581425000154
DFL-MAT-J041UB,0,False,100089,118.98642380083483,85.63332125605692,69.86462461700697,73.37534196053409
DFL-MAT-J041UB,0,False,105814,148.33951229131995,117.57534558973771,109.51748757625376,96.53361652909187
DFL-MAT-J041UB,0,False,151889,83.2450424533792,71.90086705826792,143.89525002586777,83.49711613112976
