object_id,player_name,match_id,times_flagged,avg_gap_m
DFL-OBJ-J01D4G,Franck Honorat,DFL-MAT-J041YN,7,29.235528361355442
DFL-OBJ-002706,Florian Christian Neuhaus,DFL-MAT-J041YN,7,28.036245597156743
DFL-OBJ-002G4X,Giovanni Alejandro Reyna,DFL-MAT-J041YN,7,29.08843978577332
DFL-OBJ-J01K2F,Tom Bischof,DFL-MAT-J041UO,7,26.85563250756894
DFL-OBJ-002GNL,Eric Anders Smith,DFL-MAT-J041YV,7,25.351756706642878
DFL-OBJ-0027FW,Oliver Jasen Burke,DFL-MAT-J041ZN,7,28.790287707778226
DFL-OBJ-J01WX3,Johan Manzambi,DFL-MAT-J041Y0,7,21.96400626296068
DFL-OBJ-002G56,Stefan Schimmer,DFL-MAT-J041V5,6,35.33259246304305
DFL-OBJ-J02471,Vinicius de Souza Costa,DFL-MAT-J0420A,6,22.87222268455675
DFL-OBJ-0000HO,Willi Thomas Orbán,DFL-MAT-J041VR,6,26.069713406226242
DFL-OBJ-J01T26,Alexander Prass,DFL-MAT-J0421W,6,38.153140876032495
DFL-OBJ-J01RF2,Bilal El Khannouss,DFL-MAT-J041X5,6,26.80335276506233
DFL-OBJ-002G56,Stefan Schimmer,DFL-MAT-J041ZD,6,26.638051214566186
DFL-OBJ-J01C07,Jens Dalsgaard Stage,DFL-MAT-J041XE,6,22.142652586870597
DFL-OBJ-J01QVA,Shuto Machino,DFL-MAT-J041YN,6,26.68694062768002
DFL-OBJ-J0164X,Lucas Vázquez Iglesias,DFL-MAT-J0422G,6,34.53707142022119
DFL-OBJ-J01TOV,Yuito Suzuki,DFL-MAT-J041Y0,6,16.16972925056944
DFL-OBJ-J01UP1,Jobe Samuel Patrick Bellingham,DFL-MAT-J0420P,6,38.20072879655174
DFL-OBJ-J018BS,Rasmus Nissen Kristensen,DFL-MAT-J0421Z,6,31.988710203170047
DFL-OBJ-J01E9X,Karim David Adeyemi,DFL-MAT-J0420P,6,27.939710833818975
DFL-OBJ-J020ID,Luca Reggiani,DFL-MAT-J0420P,6,25.549111159266506
DFL-OBJ-J01LB6,Youssoupha Niang,DFL-MAT-J0420N,6,25.01143711696723
DFL-OBJ-002651,Benedikt Steffen Gimber,DFL-MAT-J041V5,6,26.280855047497255
DFL-OBJ-002659,Tim Skarke,DFL-MAT-J041ZN,6,32.15876521002209
DFL-OBJ-J01GUA,András Schäfer,DFL-MAT-J041VB,6,21.665330067338314
DFL-OBJ-J01HCH,Connor Isaac Metcalfe,DFL-MAT-J041UN,6,25.628283810575095
DFL-OBJ-0002F5,Joshua Walter Kimmich,DFL-MAT-J041Z5,6,30.072121794295743
DFL-OBJ-0000ZS,Matthias Lukas Ginter,DFL-MAT-J0422E,6,28.673454113344974
DFL-OBJ-000172,Kevin Stöger,DFL-MAT-J041UB,5,27.564344530047443
DFL-OBJ-J01KA5,Max Moerstedt,DFL-MAT-J0421W,5,28.193467065297103
DFL-OBJ-J01GSF,Ísak Bergmann Jóhannesson,DFL-MAT-J0420N,5,28.026368024839535
DFL-OBJ-J01EAG,Tiago Barreiros de Melo Tomás,DFL-MAT-J04219,5,33.338931732107284
DFL-OBJ-J01BE1,Lovro Majer,DFL-MAT-J0420A,5,29.343595271355866
DFL-OBJ-J01QVA,Shuto Machino,DFL-MAT-J041UB,5,28.37528470140387
DFL-OBJ-J01QJA,Senne Maaike Lynen,DFL-MAT-J0421J,5,15.55475342652436
DFL-OBJ-J015AU,Karol Mets,DFL-MAT-J041YV,5,25.182483055212355
DFL-OBJ-002GCU,Malik Leon Tillman,DFL-MAT-J0422G,5,29.383854842635913
DFL-OBJ-002GN4,Adam Dźwigała,DFL-MAT-J041UN,5,29.829968453188137
DFL-OBJ-J019UO,Stanley Pierre Nsoki,DFL-MAT-J041ZN,5,34.74064408579535
DFL-OBJ-J01BGD,Danel Sinani,DFL-MAT-J041YV,5,30.293657851839306
DFL-OBJ-J01T26,Alexander Prass,DFL-MAT-J041XN,5,33.78952938310793
DFL-OBJ-0025J3,Grischa Prömel,DFL-MAT-J041XN,5,23.805738936624046
DFL-OBJ-0001V4,Yannick Gerhardt,DFL-MAT-J0420A,5,24.252156372174632
DFL-OBJ-0028C6,Robin Salvatore Fellhauer,DFL-MAT-J04215,5,32.103879068889846
DFL-OBJ-00258B,Maximilian Eggestein,DFL-MAT-J041Y0,5,9.4354605328497
DFL-OBJ-0026TU,Andrej Kramarić,DFL-MAT-J0421W,5,24.843279511962464
DFL-OBJ-J020KQ,Leopold Querfeld,DFL-MAT-J041VB,5,28.150929575608625
DFL-OBJ-0001EW,Robert Andrich,DFL-MAT-J0422G,5,27.484473625362163
DFL-OBJ-J01WS3,Ilyas Ansah,DFL-MAT-J041ZN,5,26.489543287089383
DFL-OBJ-0028P3,Philipp Sander,DFL-MAT-J041YN,5,29.068276955546263
DFL-OBJ-J01TMV,Robin Hranáč,DFL-MAT-J041XN,5,27.308116190955182
DFL-OBJ-J01U8K,Adam Daghim,DFL-MAT-J0420A,4,28.979233811906155
DFL-OBJ-002G5S,Ramy Bensebaini,DFL-MAT-J0420P,4,33.05104630961385
DFL-OBJ-0028QV,Mathias Honsak,DFL-MAT-J041ZD,4,27.760239941798318
DFL-OBJ-0028NR,Marius Bülter,DFL-MAT-J041WE,4,28.08817802466107
DFL-OBJ-002G4G,Patrick Osterhage,DFL-MAT-J041Y0,4,18.518376073954073
DFL-OBJ-0027UO,Elvis Rexhbecaj,DFL-MAT-J041WT,4,35.59021160690755
DFL-OBJ-J01OBQ,Oscar Winther Höjlund,DFL-MAT-J0421Z,4,31.688550300120966
DFL-OBJ-J01SZZ,Moritz Jenz,DFL-MAT-J0420A,4,18.064879105051045
DFL-OBJ-J019ZE,Jonas Older Wind,DFL-MAT-J041W5,4,24.215009584241017
DFL-OBJ-J01DVC,Denis Huseinbašić,DFL-MAT-J041WE,4,29.322499371221983
DFL-OBJ-J0257J,Jeremy Alberto Arévalo Mera,DFL-MAT-J04219,4,32.39008035430617
DFL-OBJ-002659,Tim Skarke,DFL-MAT-J041VB,4,17.59827475293112
DFL-OBJ-J0244Y,Leon Avdullahu,DFL-MAT-J041XN,4,25.611034984607002
DFL-OBJ-J0244U,Ayoube Amaimouni-Echghouyab,DFL-MAT-J0421Z,4,31.74118007573135
DFL-OBJ-J01XA7,Bruno Ifechukwu Ogbus,DFL-MAT-J0422E,4,30.109737558273217
DFL-OBJ-0001EA,Rani Khedira,DFL-MAT-J041VB,3,28.753053851954814
DFL-OBJ-J01TL9,Victor Okoh Boniface,DFL-MAT-J041XE,3,34.05144749147882
DFL-OBJ-J01860,Aleix García Serrano,DFL-MAT-J0422G,3,24.151536305556053
DFL-OBJ-002GKO,Eric Martel,DFL-MAT-J0420N,3,30.42227317214584
DFL-OBJ-002GCR,Jamal Musiala,DFL-MAT-J041Z5,3,28.998745075166585
DFL-OBJ-0028NR,Marius Bülter,DFL-MAT-J0420N,3,35.161422229710766
DFL-OBJ-J01WX3,Johan Manzambi,DFL-MAT-J0422E,3,22.29906773316735
DFL-OBJ-00021P,Mahmoud Dahoud,DFL-MAT-J041XW,3,28.021930498516053
DFL-OBJ-002GCQ,Angelo Stiller,DFL-MAT-J04219,3,10.388340796752356
DFL-OBJ-0025J3,Grischa Prömel,DFL-MAT-J0421W,3,24.78644453900041
DFL-OBJ-0027G6,Serge David Gnabry,DFL-MAT-J041UO,3,21.69446130445105
DFL-OBJ-0001K8,Patrick Mainka,DFL-MAT-J041ZD,3,28.728295840918303
DFL-OBJ-002GN3,Fisnik Asllani,DFL-MAT-J0421W,3,21.202649848196597
DFL-OBJ-J01DZW,Sacha Boey,DFL-MAT-J041UO,3,28.25706271793113
DFL-OBJ-J01DOV,Castello Junior Lukeba,DFL-MAT-J04205,3,24.17028562096402
DFL-OBJ-J01GUA,András Schäfer,DFL-MAT-J041ZN,3,35.18574638522803
DFL-OBJ-00019U,Anthony Jung,DFL-MAT-J0422E,3,30.67578658464275
DFL-OBJ-0028BP,Lennard Patrick Maloney,DFL-MAT-J041VN,2,24.504796636769864
DFL-OBJ-0002DW,Janik Haberer,DFL-MAT-J041VB,2,31.20646286942715
DFL-OBJ-002666,Marcel Sabitzer,DFL-MAT-J0420P,2,24.941891695490735
DFL-OBJ-0027KL,Dayotchanculle Oswald Upamecano,DFL-MAT-J041Z5,2,27.547404185739992
DFL-OBJ-0028KN,Christoph Baumgartner,DFL-MAT-J04205,2,27.95770646504851
DFL-OBJ-0028LS,Josha Mamadou Karaboue Vagnoman,DFL-MAT-J04219,2,31.24160348819956
DFL-OBJ-0027WP,Philipp Lienhart,DFL-MAT-J0422E,2,29.059648031857975
DFL-OBJ-0027BI,Niklas Bernd Dorsch,DFL-MAT-J041ZD,2,30.17640697272344
DFL-OBJ-0028D6,Keven Matteo Schlotterbeck,DFL-MAT-J041WT,2,27.867377993757273
DFL-OBJ-002FVR,Wooyeong Jeong,DFL-MAT-J041ZN,2,23.002608969496954
DFL-OBJ-0028RJ,Jae-sung Lee,DFL-MAT-J041VN,2,30.81424162134917
DFL-OBJ-J019XM,Andreas Schjölberg Hanche-Olsen,DFL-MAT-J041VN,2,28.14950592522645
DFL-OBJ-J01D90,Wouter Burger,DFL-MAT-J041XN,2,13.511621671727571
DFL-OBJ-0028D6,Keven Matteo Schlotterbeck,DFL-MAT-J04215,2,25.808716119457912
DFL-OBJ-J01TOE,Valentin Andres Stanislas Gendrey,DFL-MAT-J041XN,2,24.500900244715687
DFL-OBJ-J014L2,Jackson Alexander Irvine,DFL-MAT-J041YV,2,30.284553915069772
DFL-OBJ-J01G82,Fabian Rieder,DFL-MAT-J04215,2,14.94050852955997
DFL-OBJ-J01OYI,Derry Lionel Scherhant,DFL-MAT-J0422E,2,28.029263410109444
DFL-OBJ-J01NA3,Ernest Poku,DFL-MAT-J041YE,2,26.702396316591887
DFL-OBJ-J024FD,José María Andrés Baixauli,DFL-MAT-J04219,2,12.274912464657913
DFL-OBJ-J01LMN,Can Yılmaz Uzun,DFL-MAT-J041XW,2,26.169368927655178
DFL-OBJ-J01JJJ,Fabio Cristian Chiarodia,DFL-MAT-J041UB,2,29.009642037260427
DFL-OBJ-J01KAH,Aleksandar Pavlović,DFL-MAT-J041UO,2,28.375289031753162
DFL-OBJ-J01KAN,Forzan Assan Ouédraogo,DFL-MAT-J041VR,2,3.424360167904987
DFL-OBJ-J01BSN,Felix Kalu Nmecha,DFL-MAT-J0420P,2,27.90606529589047
DFL-OBJ-J017LG,Cédric Adrian Zesiger,DFL-MAT-J04215,2,20.853938338910112
DFL-OBJ-J01DAB,Fabio Daniel Soares Silva,DFL-MAT-J0420P,2,27.364115432750893
DFL-OBJ-002GC0,Rocco Reitz,DFL-MAT-J041YN,2,31.89057822377884
DFL-OBJ-J01MZS,James Hoban Sands,DFL-MAT-J041UN,1,2.112060897457241
DFL-OBJ-J01L5I,Chrislain Iris Aurel Matsima,DFL-MAT-J041WT,1,27.79352240458775
DFL-OBJ-J01CX2,Younes Ebnoutalib,DFL-MAT-J0421Z,1,28.276150051384207
DFL-OBJ-J01KAH,Aleksandar Pavlović,DFL-MAT-J041Z5,1,29.80793582708479
DFL-OBJ-002G8H,Exequiel Alejandro Palacios,DFL-MAT-J0422G,1,31.02265052633337
DFL-OBJ-002G8H,Exequiel Alejandro Palacios,DFL-MAT-J041YE,1,20.615042631924133
DFL-OBJ-J01T3R,Cenk Özkacar,DFL-MAT-J0420N,1,28.79905761918411
DFL-OBJ-J01R3Q,Carney Chibueze Chukwuemeka,DFL-MAT-J0420P,1,34.22091819304836
DFL-OBJ-J01860,Aleix García Serrano,DFL-MAT-J041YE,1,26.0769531896332
DFL-OBJ-J01N8X,Rav Wiebe van den Berg,DFL-MAT-J0420N,1,20.161111570374448
DFL-OBJ-J01BKL,Han-Noah Massengo,DFL-MAT-J04215,1,14.598068915078551
DFL-OBJ-J01BKL,Han-Noah Massengo,DFL-MAT-J041WT,1,49.97654967366145
DFL-OBJ-J01KLU,Nicolas Jackson,DFL-MAT-J041UO,1,39.00566574862974
DFL-OBJ-J02471,Vinicius de Souza Costa,DFL-MAT-J041W5,1,22.52094536752207
DFL-OBJ-0000Y4,Maximilian Arnold,DFL-MAT-J041W5,1,27.577262261275333
DFL-OBJ-002GAR,Edmond Fayçal Tapsoba,DFL-MAT-J041YE,1,28.08885851791607
DFL-OBJ-0028RJ,Jae-sung Lee,DFL-MAT-J041ZQ,1,26.33213511104204
DFL-OBJ-J01U5H,Lazar Jovanović,DFL-MAT-J041X5,1,28.621822374708827
DFL-OBJ-002FVR,Wooyeong Jeong,DFL-MAT-J041VB,1,21.37038085242698
DFL-OBJ-0028T1,Nico Cedric Schlotterbeck,DFL-MAT-J0420P,1,25.8862929075182
DFL-OBJ-J01UP1,Jobe Samuel Patrick Bellingham,DFL-MAT-J041WN,1,24.46232863449885
DFL-OBJ-J01VX4,Hugo Emanuel Larsson,DFL-MAT-J041XW,1,30.069219999162343
DFL-OBJ-0028KN,Christoph Baumgartner,DFL-MAT-J041VR,1,29.16502456753108
DFL-OBJ-0028I9,Chris Jan Führich,DFL-MAT-J041X5,1,32.060771788188774
DFL-OBJ-0027AX,Florian Kainz,DFL-MAT-J041WE,1,36.4211724138584
DFL-OBJ-00286V,Nikolas Terkelsen Nartey,DFL-MAT-J041X5,1,28.611679411831663
DFL-OBJ-J020KQ,Leopold Querfeld,DFL-MAT-J041ZN,1,26.79573395196876
DFL-OBJ-002666,Marcel Sabitzer,DFL-MAT-J041WN,1,17.802484290502274
DFL-OBJ-00258B,Maximilian Eggestein,DFL-MAT-J0422E,1,20.835867964334017
DFL-OBJ-0002LI,Nadiem Amiri,DFL-MAT-J041VN,1,28.942626537068083
DFL-OBJ-0025AD,Maximilian Mittelstädt,DFL-MAT-J041X5,1,29.246279767637347
DFL-OBJ-0025W7,Robin Leon Koch,DFL-MAT-J041XW,1,28.695761312151145
DFL-OBJ-J021EE,Kaishu Sano,DFL-MAT-J041ZQ,1,18.23117141357382
DFL-OBJ-0002F5,Joshua Walter Kimmich,DFL-MAT-J041UO,1,28.51989656362729
DFL-OBJ-J0259C,Uchenna Ogundu,DFL-MAT-J04215,1,21.678656796347585
DFL-OBJ-00001R,Stefan Bell,DFL-MAT-J041VN,1,30.841248073254903
