object_id,player_name,is_hsv,phase,pressure,compactness,lpc,pos,anticipation,synchronization,total_flagged
DFL-OBJ-J01HP7,Miro Max Maria Muheim,True,low_press,7.333333333333333,1.0,6.0,0.3333333333333333,9.333333333333334,9.0,33.0
DFL-OBJ-J01HP7,Miro Max Maria Muheim,True,mid_press,0.5,0.0,0.0,1.5,2.0,1.0,5.0
DFL-OBJ-J01HP7,Miro Max Maria Muheim,True,transition,0.0,2.0,0.0,0.0,0.0,1.0,3.0
DFL-OBJ-J01IB2,Jordy Makengo Basambundu,False,low_press,0.0,0.0,0.0,1.0,0.0,0.0,1.0
DFL-OBJ-J01IB2,Jordy Makengo Basambundu,False,mid_press,2.0,0.0,0.0,0.0,0.0,0.0,2.0
DFL-OBJ-J01IB3,Yannik Engelhardt,False,low_press,0.5,0.0,0.0,0.0,0.5,0.0,1.0
DFL-OBJ-J01IB3,Yannik Engelhardt,False,mid_press,0.5,0.0,0.0,0.0,0.5,0.0,1.0
DFL-OBJ-J01ISO,Elias Saad,False,low_press,0.5,0.0,0.0,0.0,0.5,0.0,1.0
DFL-OBJ-J01ISO,Elias Saad,False,mid_press,0.3333333333333333,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,1.0
DFL-OBJ-J01IZ9,Nicolai Remberg,True,low_press,0.5,0.0,0.0,0.0,0.5,0.0,1.0
DFL-OBJ-J01IZ9,Nicolai Remberg,True,transition,0.5,0.0,0.0,0.0,0.5,0.0,1.0
DFL-OBJ-J01K2X,Anton Kade,False,low_press,2.5,0.0,1.0,0.0,0.5,2.0,6.0
DFL-OBJ-J01K2X,Anton Kade,False,transition,0.0,0.0,0.0,0.0,0.0,1.0,1.0
DFL-OBJ-J01K33,Patrick Wimmer,False,low_press,2.0,0.0,2.0,1.0,0.0,3.0,8.0
DFL-OBJ-J01K33,Patrick Wimmer,False,mid_press,0.5,0.0,0.0,0.0,0.5,1.0,2.0
DFL-OBJ-J01KA5,Max Moerstedt,False,high_press,0.0,1.0,0.0,0.0,0.0,0.0,1.0
DFL-OBJ-J01KA5,Max Moerstedt,False,low_press,0.0,0.0,0.0,0.0,0.0,1.0,1.0
DFL-OBJ-J01KAJ,Keke Maximilian Topp,False,low_press,3.0,0.0,0.0,1.0,2.0,2.0,8.0
DFL-OBJ-J01KAL,Lukas Ullrich,False,low_press,0.0,0.0,0.0,0.0,0.0,2.0,2.0
DFL-OBJ-J01KAL,Lukas Ullrich,False,transition,0.0,0.0,0.0,0.0,0.0,1.0,1.0
DFL-OBJ-J01KAS,Aaron Zehnter,False,low_press,2.0,0.0,0.0,0.0,0.0,1.0,3.0
DFL-OBJ-J01KEB,Dženan Pejčinović,False,high_press,0.5,0.0,0.0,0.0,0.5,0.0,1.0
DFL-OBJ-J01KEB,Dženan Pejčinović,False,low_press,1.0,1.0,0.0,0.0,1.0,1.0,4.0
DFL-OBJ-J01KEM,Nelson Felix Patrick Weiper,False,low_press,0.0,1.0,0.0,0.0,1.0,2.0,4.0
DFL-OBJ-J01KEV,Mert Kömür,False,low_press,1.0,0.0,0.0,0.0,1.0,1.0,3.0
DFL-OBJ-J01KEV,Mert Kömür,False,transition,1.0,0.0,0.0,0.0,0.0,0.0,1.0
DFL-OBJ-J01KK4,Antonio Eromonsele Nordby Nusa,False,low_press,2.0,0.0,0.0,0.0,0.0,0.0,2.0
DFL-OBJ-J01KK4,Antonio Eromonsele Nordby Nusa,False,mid_press,0.5,0.0,0.0,0.0,0.5,0.0,1.0
DFL-OBJ-J01KLQ,Aurèle Florian Amenda,False,low_press,0.0,0.0,0.0,0.0,0.0,1.0,1.0
DFL-OBJ-J01KLU,Nicolas Jackson,False,low_press,0.0,0.0,0.0,0.0,0.0,2.0,2.0
DFL-OBJ-J01KUJ,Arkadiusz Pyrka,False,low_press,0.0,0.0,0.0,1.0,0.0,0.0,1.0
DFL-OBJ-J01LB6,Youssoupha Niang,False,low_press,1.0,0.0,0.0,0.0,0.0,0.0,1.0
DFL-OBJ-J01LMN,Can Yılmaz Uzun,False,low_press,1.0,0.0,0.0,0.0,0.0,0.0,1.0
DFL-OBJ-J01N5L,Saint-Cyr Johan Bakayoko,False,low_press,1.0,0.0,0.0,0.0,0.0,0.0,1.0
DFL-OBJ-J01N5L,Saint-Cyr Johan Bakayoko,False,mid_press,0.0,0.0,0.0,1.0,0.0,0.0,1.0
DFL-OBJ-J01N5U,William Mikelbrencis,True,high_press,2.5,1.0,0.0,1.0,0.5,0.0,5.0
DFL-OBJ-J01N5U,William Mikelbrencis,True,low_press,19.666666666666668,1.0,9.0,0.6666666666666666,7.666666666666667,24.0,62.0
DFL-OBJ-J01N5U,William Mikelbrencis,True,mid_press,2.3333333333333335,1.0,0.0,3.8333333333333335,2.8333333333333335,1.0,11.0
DFL-OBJ-J01N5U,William Mikelbrencis,True,transition,3.0,2.0,0.0,0.0,1.0,3.0,9.0
DFL-OBJ-J01N62,Badredine Bouanani,False,low_press,2.5,0.0,0.0,0.0,0.5,0.0,3.0
DFL-OBJ-J01NAE,Jan Bürger,False,low_press,0.0,0.0,1.0,0.0,0.0,1.0,2.0
DFL-OBJ-J01NAE,Jan Bürger,False,transition,0.0,0.0,0.0,0.0,0.0,2.0,2.0
DFL-OBJ-J01NZP,Jeanuël Merick Belocian,False,low_press,0.0,0.0,0.0,0.0,0.0,1.0,1.0
DFL-OBJ-J01NZP,Jeanuël Merick Belocian,False,mid_press,0.0,1.0,0.0,0.0,0.0,0.0,1.0
DFL-OBJ-J01NZR,Saël Kumbedi Kumbedi,False,transition,0.0,0.0,0.0,0.0,0.0,1.0,1.0
DFL-OBJ-J01OBQ,Oscar Winther Höjlund,False,low_press,1.0,0.0,0.0,0.0,0.0,0.0,1.0
DFL-OBJ-J01OYX,Daniel Elfadli,True,low_press,0.0,0.0,1.0,0.0,0.0,0.0,1.0
DFL-OBJ-J01QPG,Damion Lamar Downs,True,high_press,1.5,0.0,0.0,0.0,0.5,0.0,2.0
DFL-OBJ-J01QPG,Damion Lamar Downs,True,low_press,2.0,0.0,0.0,0.0,2.0,1.0,5.0
DFL-OBJ-J01QPQ,Ibrahim Maza,False,low_press,0.0,0.0,1.0,0.0,0.0,0.0,1.0
DFL-OBJ-J01QRR,Montrell Amare Culbreath,False,low_press,0.0,0.0,1.0,0.0,0.0,3.0,4.0
DFL-OBJ-J01QSK,Otto Emerson Stange,True,low_press,0.0,0.0,1.0,0.0,1.0,2.0,4.0
DFL-OBJ-J01QSK,Otto Emerson Stange,True,transition,0.0,0.0,0.0,0.0,0.0,1.0,1.0
DFL-OBJ-J01R3Q,Carney Chibueze Chukwuemeka,False,low_press,0.0,0.0,1.0,0.0,1.0,0.0,2.0
DFL-OBJ-J01R3R,Michael Akpovie Olise,False,low_press,3.0,0.0,1.0,0.0,2.0,4.0,10.0
DFL-OBJ-J01RF2,Bilal El Khannouss,False,low_press,0.0,0.0,0.0,0.0,0.0,1.0,1.0
DFL-OBJ-J01RKL,Joel Chima Fujita,False,low_press,1.5,0.0,0.0,0.0,0.5,0.0,2.0
DFL-OBJ-J01S1Y,Hennes Behrens,False,mid_press,0.5,0.0,0.0,0.0,0.5,0.0,1.0
DFL-OBJ-J01T3R,Cenk Özkacar,False,transition,1.0,0.0,0.0,0.0,0.0,0.0,1.0
DFL-OBJ-J01TMV,Robin Hranáč,False,low_press,0.0,0.0,1.0,0.0,0.0,0.0,1.0
DFL-OBJ-J01TMV,Robin Hranáč,False,mid_press,0.0,0.0,0.0,0.0,1.0,0.0,1.0
DFL-OBJ-J01TOV,Yuito Suzuki,False,low_press,1.0,0.0,0.0,0.0,1.0,0.0,2.0
DFL-OBJ-J01TQX,Ameen Al-Dakhil,False,low_press,0.0,0.0,0.0,0.5,0.5,0.0,1.0
DFL-OBJ-J01TR0,Olivier Deman,False,transition,0.0,1.0,0.0,0.0,0.0,0.0,1.0
DFL-OBJ-J01U8K,Adam Daghim,False,low_press,5.0,0.0,0.0,1.0,1.0,2.0,9.0
DFL-OBJ-J01U8K,Adam Daghim,False,transition,0.0,0.0,0.0,0.0,0.0,1.0,1.0
DFL-OBJ-J01UCR,Sebastian Söraas Sebulonsen,False,low_press,1.5,0.0,0.0,0.0,0.5,0.0,2.0
DFL-OBJ-J01UCR,Sebastian Söraas Sebulonsen,False,mid_press,0.0,1.0,0.0,0.0,0.0,0.0,1.0
DFL-OBJ-J01UD5,Lennart Karl,False,low_press,1.0,0.0,0.0,0.5,0.5,0.0,2.0
DFL-OBJ-J01UP1,Jobe Samuel Patrick Bellingham,False,low_press,1.0,0.0,0.0,0.0,0.0,0.0,1.0
DFL-OBJ-J01US3,Eliesse Ben Seghir,False,low_press,0.0,0.0,0.0,0.0,0.0,1.0,1.0
DFL-OBJ-J01VXC,Giorgi Gocholeishvili,True,high_press,1.0,0.0,0.0,0.0,0.0,0.0,1.0
DFL-OBJ-J01VXC,Giorgi Gocholeishvili,True,low_press,8.0,0.0,5.0,0.0,4.0,5.0,22.0
DFL-OBJ-J01VXC,Giorgi Gocholeishvili,True,mid_press,2.0,0.0,1.0,0.0,2.0,0.0,5.0
DFL-OBJ-J01VXC,Giorgi Gocholeishvili,True,transition,1.0,0.0,0.0,0.0,1.0,1.0,3.0
DFL-OBJ-J01VYC,Livan Baha Burcu,False,low_press,0.0,0.0,0.0,0.0,0.0,1.0,1.0
DFL-OBJ-J01VYC,Livan Baha Burcu,False,transition,0.0,0.0,0.0,0.5,0.5,0.0,1.0
DFL-OBJ-J01VZA,Jovan Milošević,False,low_press,0.0,0.0,1.0,0.0,0.0,2.0,3.0
DFL-OBJ-J01W5Q,Louis Oppie,False,high_press,0.0,0.0,0.0,0.0,0.0,1.0,1.0
DFL-OBJ-J01W5Q,Louis Oppie,False,low_press,1.0,0.0,0.0,0.0,2.0,0.0,3.0
DFL-OBJ-J01W5Q,Louis Oppie,False,transition,2.0,0.0,0.0,0.0,0.0,0.0,2.0
DFL-OBJ-J01W6J,Rayan Philippe,True,low_press,6.5,1.0,5.0,0.0,5.5,8.0,26.0
DFL-OBJ-J01W6J,Rayan Philippe,True,mid_press,0.5,0.0,0.0,0.0,0.5,3.0,4.0
DFL-OBJ-J01W6J,Rayan Philippe,True,transition,2.5,0.0,0.0,0.0,1.5,2.0,6.0
DFL-OBJ-J01WS3,Ilyas Ansah,False,low_press,1.0,0.0,1.0,0.0,1.0,1.0,4.0
DFL-OBJ-J01WX3,Johan Manzambi,False,low_press,1.0,0.0,0.0,0.0,1.0,1.0,3.0
DFL-OBJ-J01XA7,Bruno Ifechukwu Ogbus,False,low_press,0.5,0.0,0.0,0.0,0.5,0.0,1.0
DFL-OBJ-J01XHG,Kristoffer Lund Hansen,False,mid_press,0.0,1.0,0.0,0.0,0.0,1.0,2.0
DFL-OBJ-J01XKB,William Cole Campbell,False,low_press,0.5,0.0,0.0,0.0,0.5,0.0,1.0
DFL-OBJ-J01ZQD,Saïd El Mala,False,low_press,3.0,0.0,1.0,0.0,0.0,0.0,4.0
DFL-OBJ-J01ZQD,Saïd El Mala,False,mid_press,1.0,0.0,0.0,0.0,0.0,0.0,1.0
DFL-OBJ-J0208Z,Cameron Mitchel Puertas Castro,False,low_press,0.5,0.0,0.0,0.5,0.0,1.0,2.0
DFL-OBJ-J020IH,Luka Vušković,True,low_press,0.0,1.0,0.0,0.0,1.0,2.0,4.0
DFL-OBJ-J020YN,Marco Grüll,False,low_press,1.0,0.0,0.0,0.0,1.0,2.0,4.0
DFL-OBJ-J020YN,Marco Grüll,False,mid_press,0.0,0.0,0.0,0.0,1.0,0.0,1.0
DFL-OBJ-J020YN,Marco Grüll,False,transition,0.0,0.0,0.0,0.0,1.0,1.0,2.0
DFL-OBJ-J02110,Albian Hajdari,False,low_press,1.0,0.0,0.0,0.0,0.0,0.0,1.0
DFL-OBJ-J021AR,Martijn Kaars,False,low_press,0.0,0.0,0.0,0.0,0.0,1.0,1.0
DFL-OBJ-J021AR,Martijn Kaars,False,mid_press,0.0,0.0,0.0,0.0,1.0,0.0,1.0
DFL-OBJ-J021B9,Nikolas Konrad Veratschnig,False,low_press,0.0,0.0,1.0,0.0,0.0,1.0,2.0
DFL-OBJ-J021EE,Kaishu Sano,False,low_press,0.5,0.0,0.0,0.0,0.5,0.0,1.0
DFL-OBJ-J021ET,Mohamed El Amine Amoura,False,low_press,3.5,0.0,2.0,0.0,3.5,1.0,10.0
DFL-OBJ-J021ET,Mohamed El Amine Amoura,False,mid_press,0.0,1.0,0.0,0.0,0.0,0.0,1.0
DFL-OBJ-J021LJ,Fabio Amado Uri Baldé,True,high_press,0.5,1.0,0.0,0.0,0.5,0.0,2.0
DFL-OBJ-J021LJ,Fabio Amado Uri Baldé,True,low_press,5.0,1.0,0.0,0.5,2.5,4.0,13.0
DFL-OBJ-J021LJ,Fabio Amado Uri Baldé,True,mid_press,0.0,0.0,0.0,0.0,1.0,0.0,1.0
DFL-OBJ-J021LJ,Fabio Amado Uri Baldé,True,transition,0.0,0.0,0.0,0.0,0.0,3.0,3.0
DFL-OBJ-J021ZE,Andrej Ilić,False,low_press,4.0,0.0,1.0,0.0,2.0,3.0,10.0
DFL-OBJ-J021ZE,Andrej Ilić,False,mid_press,0.0,0.0,0.0,0.0,0.0,1.0,1.0
DFL-OBJ-J02270,Emir Sahiti,True,low_press,1.5,0.0,1.0,0.0,0.5,0.0,3.0
DFL-OBJ-J0231Z,Bazoumana Toure,False,low_press,1.0,0.0,0.0,0.0,1.0,0.0,2.0
DFL-OBJ-J0231Z,Bazoumana Toure,False,mid_press,0.0,1.0,0.0,0.0,0.0,0.0,1.0
DFL-OBJ-J0231Z,Bazoumana Toure,False,transition,1.0,0.0,0.0,0.0,0.0,3.0,4.0
DFL-OBJ-J02322,Alexander Rössing-Lelesiit,True,low_press,1.8333333333333333,0.0,1.0,0.3333333333333333,3.833333333333333,8.0,15.0
DFL-OBJ-J02322,Alexander Rössing-Lelesiit,True,mid_press,0.5,1.0,0.0,0.0,0.5,0.0,2.0
DFL-OBJ-J02322,Alexander Rössing-Lelesiit,True,transition,1.0,0.0,0.0,0.0,0.0,0.0,1.0
DFL-OBJ-J0244R,Ricky-Jade Jones,False,low_press,0.0,0.0,0.0,0.0,0.0,1.0,1.0
DFL-OBJ-J02452,Mathias Pereira Lage,False,low_press,0.5,0.0,0.0,0.0,0.5,0.0,1.0
DFL-OBJ-J02471,Vinicius de Souza Costa,False,low_press,0.0,0.0,1.0,0.0,0.0,0.0,1.0
DFL-OBJ-J0248A,Andréas William Edwin Hountondji,False,low_press,1.0,0.0,1.0,0.0,0.0,0.0,2.0
DFL-OBJ-J0248A,Andréas William Edwin Hountondji,False,mid_press,0.0,0.0,0.0,0.0,0.0,1.0,1.0
DFL-OBJ-J024A2,Christian Michel Kofane,False,low_press,1.0,0.0,0.0,0.0,0.0,1.0,2.0
DFL-OBJ-J024CC,Yan Diomande,False,low_press,1.0,1.0,1.0,0.0,1.0,1.0,5.0
DFL-OBJ-J024CC,Yan Diomande,False,transition,0.5,0.0,0.0,0.0,1.5,0.0,2.0
DFL-OBJ-J024LV,Rômulo José Cardoso da Cruz,False,low_press,3.5,0.0,0.0,1.0,0.5,1.0,6.0
DFL-OBJ-J024LV,Rômulo José Cardoso da Cruz,False,mid_press,0.0,0.0,0.0,0.0,1.0,0.0,1.0
DFL-OBJ-J024LV,Rômulo José Cardoso da Cruz,False,transition,0.5,0.0,0.0,0.0,0.5,0.0,1.0
DFL-OBJ-J024Z8,Philip Porwei Otele,True,low_press,11.0,0.0,2.0,0.5,3.5,4.0,21.0
DFL-OBJ-J024Z8,Philip Porwei Otele,True,mid_press,0.0,0.0,0.0,0.0,1.0,0.0,1.0
DFL-OBJ-J024Z8,Philip Porwei Otele,True,transition,2.5,0.0,0.0,0.0,0.5,0.0,3.0
DFL-OBJ-J0258E,Kento Shiogai,False,transition,0.0,0.0,0.0,0.0,0.0,1.0,1.0
DFL-OBJ-J02594,Albert Grønbæk Erlykke,True,high_press,0.5,0.0,0.0,0.0,0.5,0.0,1.0
DFL-OBJ-J02594,Albert Grønbæk Erlykke,True,low_press,0.5,0.0,3.0,0.0,1.5,1.0,6.0
DFL-OBJ-J02594,Albert Grønbæk Erlykke,True,mid_press,0.0,0.0,1.0,0.0,1.0,1.0,3.0
DFL-OBJ-J02594,Albert Grønbæk Erlykke,True,transition,0.0,1.0,0.0,0.0,0.0,0.0,1.0
