match_id,team,is_hsv,frame,compass_sync
DFL-MAT-J041UB,0,False,11671,1.0
DFL-MAT-J041UB,0,False,11881,1.0
DFL-MAT-J041UB,0,False,12032,1.0
DFL-MAT-J041UB,0,False,28605,0.6
DFL-MAT-J041UB,0,False,28726,1.0
DFL-MAT-J041UB,0,False,124063,1.0
DFL-MAT-J041UB,0,False,132540,1.0
DFL-MAT-J041UB,0,False,144131,1.0
DFL-MAT-J041UB,0,False,149983,0.8
DFL-MAT-J041UB,0,False,150665,1.0
DFL-MAT-J041UB,0,False,150777,0.6
DFL-MAT-J041UB,0,False,150838,0.5
DFL-MAT-J041UB,0,False,152153,0.9
DFL-MAT-J041UB,0,False,152369,0.9
DFL-MAT-J041UB,0,False,165058,0.6
DFL-MAT-J041UB,0,False,170877,1.0
DFL-MAT-J041UB,1,True,26980,0.9
DFL-MAT-J041UB,1,True,33302,0.7
DFL-MAT-J041UB,1,True,38239,0.8
DFL-MAT-J041UB,1,True,46624,0.8
DFL-MAT-J041UB,1,True,47606,0.4
DFL-MAT-J041UB,1,True,50828,1.0
DFL-MAT-J041UB,1,True,60385,0.4
DFL-MAT-J041UB,1,True,66312,0.6
DFL-MAT-J041UB,1,True,74710,1.0
DFL-MAT-J041UB,1,True,74831,0.6
DFL-MAT-J041UB,1,True,115072,0.9
DFL-MAT-J041UB,1,True,122150,0.6
DFL-MAT-J041UB,1,True,122773,0.7
DFL-MAT-J041UB,1,True,126837,0.8
DFL-MAT-J041UB,1,True,128069,0.7
DFL-MAT-J041UB,1,True,129467,1.0
DFL-MAT-J041UB,1,True,129952,0.8
DFL-MAT-J041UB,1,True,131743,0.9
DFL-MAT-J041UB,1,True,131846,0.9
DFL-MAT-J041UB,1,True,136794,1.0
DFL-MAT-J041UB,1,True,137100,0.9
DFL-MAT-J041UB,1,True,137189,0.5
DFL-MAT-J041UB,1,True,141124,0.6
DFL-MAT-J041UB,1,True,152235,0.5
DFL-MAT-J041UB,1,True,169715,0.7
DFL-MAT-J041UN,0,True,36396,0.5
DFL-MAT-J041UN,0,True,36407,0.3
DFL-MAT-J041UN,0,True,37339,0.8
DFL-MAT-J041UN,0,True,70706,1.0
DFL-MAT-J041UN,0,True,76717,1.0
DFL-MAT-J041UN,0,True,111985,1.0
DFL-MAT-J041UN,0,True,116349,1.0
DFL-MAT-J041UN,0,True,116397,0.8
DFL-MAT-J041UN,0,True,116502,1.0
DFL-MAT-J041UN,0,True,116562,0.9
DFL-MAT-J041UN,0,True,121093,1.0
DFL-MAT-J041UN,0,True,125115,1.0
DFL-MAT-J041UN,0,True,141878,0.7
DFL-MAT-J041UN,0,True,144802,1.0
DFL-MAT-J041UN,0,True,148779,0.5555555555555556
DFL-MAT-J041UN,0,True,151574,0.4444444444444444
DFL-MAT-J041UN,0,True,153883,1.0
DFL-MAT-J041UN,0,True,162115,0.8888888888888888
DFL-MAT-J041UN,0,True,163561,1.0
DFL-MAT-J041UN,0,True,174928,0.3333333333333333
DFL-MAT-J041UN,0,True,175074,0.7777777777777778
DFL-MAT-J041UN,0,True,178390,1.0
DFL-MAT-J041UN,1,False,14267,0.5
DFL-MAT-J041UN,1,False,14472,0.8
DFL-MAT-J041UN,1,False,15324,1.0
DFL-MAT-J041UN,1,False,19073,0.9
DFL-MAT-J041UN,1,False,31140,0.5
DFL-MAT-J041UN,1,False,70327,1.0
DFL-MAT-J041UN,1,False,108769,0.9
DFL-MAT-J041UN,1,False,110823,1.0
DFL-MAT-J041UN,1,False,114809,1.0
DFL-MAT-J041UN,1,False,118814,1.0
DFL-MAT-J041UN,1,False,134500,0.9
DFL-MAT-J041UN,1,False,157409,0.8
DFL-MAT-J041UN,1,False,164156,1.0
DFL-MAT-J041UO,0,False,36224,1.0
DFL-MAT-J041UO,0,False,50154,1.0
DFL-MAT-J041UO,0,False,51526,0.6
DFL-MAT-J041UO,0,False,55270,0.9
DFL-MAT-J041UO,0,False,62553,0.6
DFL-MAT-J041UO,0,False,102641,1.0
DFL-MAT-J041UO,0,False,139491,1.0
DFL-MAT-J041UO,0,False,154416,0.7
DFL-MAT-J041UO,0,False,169645,1.0
DFL-MAT-J041UO,1,True,13902,1.0
DFL-MAT-J041UO,1,True,28577,0.8
DFL-MAT-J041UO,1,True,106612,0.8
DFL-MAT-J041UO,1,True,116223,1.0
DFL-MAT-J041UO,1,True,152853,0.9
DFL-MAT-J041UO,1,True,159626,0.7
DFL-MAT-J041UO,1,True,165511,0.8
DFL-MAT-J041UO,1,True,167548,1.0
DFL-MAT-J041UO,1,True,167563,0.9
DFL-MAT-J041V5,0,True,25910,0.6
DFL-MAT-J041V5,0,True,27332,1.0
DFL-MAT-J041V5,0,True,28136,0.9
